title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Airworthiness Directives; Bombardier, Inc. Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede Airworthiness Directive (AD) 2012-25- 02, which applies to certain Bombardier, Inc. Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. AD 2012-25-02 requires revising the airworthiness limitations section (AWL) of the instructions for continued airworthiness (ICA) of the maintenance requirements manual by incorporating new procedures for repetitive inspections for cracking of the rear pressure bulkhead (RPB). AD 2012- 25-02 also requires revising the maintenance program to incorporate a revised task which requires an improved non-destructive inspection procedure. Since we issued AD 2012-25-02, additional in-service crack findings resulted in the development of a structural modification to the RPB. This proposed AD would mandate modification of the RPB and would add repetitive inspections for cracking of the RPB web, which would terminate certain actions in this proposed AD. We are proposing this AD to address the unsafe condition on these products.", 2018-19735,https://www.federalregister.gov/documents/2018/09/13/2018-19735/airworthiness-directives-bombardier-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19735.pdf,09/13/2018
"Proposed Modification of Class E Airspace; Atqasuk, AK",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace extending upward from 1,200 feet above the surface at Atqasuk Edward Burnell Sr. Memorial Airport, Atqasuk, AK. This proposal would add exclusionary language to the legal description of the airport to ensure the safety and management of aircraft within the National Airspace System. Also, the geographic coordinates of the airport would be adjusted.", 2018-19726,https://www.federalregister.gov/documents/2018/09/13/2018-19726/proposed-modification-of-class-e-airspace-atqasuk-ak,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19726.pdf,09/13/2018
"Proposed Modification of Class E Airspace; Badami, AK",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace extending upward from 1,200 feet above the surface at Badami Airport, AK. This proposal would add exclusionary language to the legal description of the airport to ensure the safety and management of aircraft within the National Airspace System. Also, the geographic coordinates of the airport would be adjusted.", 2018-19728,https://www.federalregister.gov/documents/2018/09/13/2018-19728/proposed-modification-of-class-e-airspace-badami-ak,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19728.pdf,09/13/2018
Public Information,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, we, or Agency) is proposing to amend its public information regulations. The proposed rule will revise the current regulations to incorporate changes made to the Freedom of Information Act (FOIA) by the Openness Promotes Effectiveness in our National Government Act of 2007 (OPEN Government Act) and the FOIA Improvement Act of 2016 (FOIA Improvement Act). Additionally, the proposed rule will update the current regulations to reflect changes to the organization, to make the FOIA process easier for the public to navigate, and to make provisions clearer.", 2018-19864,https://www.federalregister.gov/documents/2018/09/13/2018-19864/public-information,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19864.pdf,09/13/2018
Medical Device Submissions: Amending Premarket Regulations That Require Multiple Copies and Specify Paper Copies To Be Allowed in Electronic Format,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is proposing to amend requirements for medical device premarket submissions to remove paper and multiple copies and replace them with requirements for a single submission in electronic format. If finalized, this action would reduce the number of copies in electronic format required, thus improving and making more efficient the FDA's premarket submission program for medical devices. This action is part of FDA's implementation of Executive Orders (EOs) 13771 and 13777. Under these EOs, FDA is comprehensively reviewing existing regulations to identify opportunities for repeal, replacement, or modification that will result in meaningful burden reduction while allowing the Agency to achieve our public health mission and fulfill statutory obligations.", 2018-19865,https://www.federalregister.gov/documents/2018/09/13/2018-19865/medical-device-submissions-amending-premarket-regulations-that-require-multiple-copies-and-specify,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19865.pdf,09/13/2018
"Safety Zone; Chicago Harbor, Navy Pier Southeast, Chicago, IL",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard proposes to reduce the size of the Navy Pier Southeast Safety Zone within the Chicago Harbor. This action is necessary to alleviate congestion near the Chicago Lock during regularly scheduled fireworks events. The current safety zone encompasses part of the lock restricting vessels during events. This proposed rulemaking would still prohibit persons and vessels from entering the safety zone, but would allow the lock to remain in full operation during the fireworks display. We invite your comments on this proposed rulemaking.", 2018-19934,https://www.federalregister.gov/documents/2018/09/13/2018-19934/safety-zone-chicago-harbor-navy-pier-southeast-chicago-il,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19934.pdf,09/13/2018
Locatable Minerals,Proposed Rule,Agriculture Department; Forest Service,"The Forest Service is requesting comments from the public regarding the need to clarify or to otherwise enhance its regulations that minimize adverse environmental impacts on National Forest System surface resources in connection with operations authorized by the United States mining laws. These rules and procedures govern prospecting, exploration, development, mining, and processing operations conducted on National Forest System lands authorized by the Mining Law of 1872, as amended, subsequent reclamation of the land, and any necessary long-term post-closure resource management. The goals of the regulatory revision are to expedite Forest Service review of certain proposed mineral operations authorized by the United States mining laws, and, where applicable, Forest Service approval of some of these proposals by clarifying the regulations, to increase consistency with the United States Department of the Interior, Bureau of Land Management (BLM) surface management regulations governing operations authorized by the United States mining laws to assist those who conduct these operations on lands managed by each agency, and to increase the Forest Service's nationwide consistency in regulating mineral operations authorized by the United States mining laws by clarifying its regulations .", 2018-19961,https://www.federalregister.gov/documents/2018/09/13/2018-19961/locatable-minerals,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19961.pdf,09/13/2018
Oil and Gas Resources,Proposed Rule,Agriculture Department; Forest Service,"The United States Department of Agriculture (USDA), Forest Service is preparing to revise the contents of its Oil and Gas Resources regulations. This advance notice is intended to give the public the opportunity to comment on key issues regarding implementation of the existing regulations or to bring other issues of concern to the USDA Forest Service's attention. Comments will help the USDA Forest Service determine the next steps in addressing the oil and gas regulations. The Office of Management and Budget has determined that this advance notice is significant under E.O. 12866.", 2018-19962,https://www.federalregister.gov/documents/2018/09/13/2018-19962/oil-and-gas-resources,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19962.pdf,09/13/2018
National Priorities List,Proposed Rule,Environmental Protection Agency,"The Comprehensive Environmental Response, Compensation, and Liability Act (``CERCLA'' or ``the Act''), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (``NCP'') include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (``NPL'') constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (``EPA'' or ``the agency'') in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule proposes to add six sites to the General Superfund section of the NPL and proposes to change the name of a site previously added to the NPL.", 2018-19876,https://www.federalregister.gov/documents/2018/09/13/2018-19876/national-priorities-list,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19876.pdf,09/13/2018
Pacific Island Fisheries; Reclassifying Management Unit Species to Ecosystem Component Species,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,NMFS proposes to reclassify certain management unit species in the Pacific Islands as ecosystem component species. The proposed rule would also update the scientific and local names of certain species. The intent of this proposed rule is to prioritize conservation and management efforts and to improve efficiency of fishery management in the region., 2018-19341,https://www.federalregister.gov/documents/2018/09/13/2018-19341/pacific-island-fisheries-reclassifying-management-unit-species-to-ecosystem-component-species,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19341.pdf,09/13/2018
Department of Defense Privacy Program,Proposed Rule,Defense Department; Office of the Secretary,"The Department of Defense (DoD) proposes to revise its Privacy regulation to implement the Privacy Act of 1974, as amended. The rule will also implement changes which conform to the requirements of the Office of Management and Budget Circular A-108, December 23, 2016. This part establishes and promotes uniformity in the DoD Privacy Program, creating a single privacy rule for the Department, while incorporating other administrative changes. It would take precedence over all DoD component publications that supplement and implement the DoD Privacy program. DoD plans to remove individual component rulemakings in this area as subsequent actions.", 2018-18213,https://www.federalregister.gov/documents/2018/09/13/2018-18213/department-of-defense-privacy-program,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-18213.pdf,09/13/2018
Pears Grown in Oregon and Washington; Decreased Assessment Rate for Processed Pears,Proposed Rule,Agriculture Department; Agricultural Marketing Service,"This proposed rule would implement a recommendation from the Processed Pear Committee (Committee) to decrease the assessment rate established for ``summer/fall'' varieties of pears for canning for the 2018-2019 and subsequent fiscal periods. The assessment rate would remain in effect indefinitely unless modified, suspended, or terminated.", 2018-19683,https://www.federalregister.gov/documents/2018/09/12/2018-19683/pears-grown-in-oregon-and-washington-decreased-assessment-rate-for-processed-pears,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19683.pdf,09/12/2018
Repeal of Regulation Requiring an Approved New Drug Application for Drugs Sterilized by Irradiation,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is proposing to repeal a regulation that requires an FDA-approved new drug application (NDA) or abbreviated new drug application (ANDA) for any drug product that is sterilized by irradiation (the irradiation regulation). Repealing the irradiation regulation would mean that over- the-counter (OTC) drug products that are generally recognized as safe and effective, that are not misbranded, and that comply with all applicable regulatory requirements can be marketed legally without an NDA or ANDA, even if they are sterilized by irradiation. FDA is proposing to take this action because the irradiation regulation is out of date and unnecessary. The technology of controlled nuclear radiation for sterilization of drugs is now well understood, and our regulations require that OTC drugs be manufactured in compliance with current good manufacturing practices (CGMPs). Appropriate and effective sterilization of drugs, including by irradiation, is adequately addressed by the CGMP requirements. This action is part of FDA's implementation of Executive Orders (EOs) 13771 and 13777. Under these EOs, FDA is comprehensively reviewing existing regulations to identify opportunities for repeal, replacement, or modification that will result in meaningful burden reduction while allowing the Agency to achieve our public health mission and fulfill statutory obligations.", 2018-19845,https://www.federalregister.gov/documents/2018/09/12/2018-19845/repeal-of-regulation-requiring-an-approved-new-drug-application-for-drugs-sterilized-by-irradiation,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19845.pdf,09/12/2018
Hazardous Waste Management System; Proposed Exclusion for Identifying and Listing Hazardous Waste,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (also, ``the Agency'' or ``we'' in this preamble) is proposing to grant a petition submitted by Sandvik Special Metals (Sandvik), in Kennewick, Washington to exclude (or ``delist'') up to 1,500 cubic yards of F006 wastewater treatment sludge per year from the list of federal hazardous wastes. The Agency is proposing to grant the petition based on an evaluation of waste-specific information provided by Sandvik. This proposed decision, if finalized, conditionally excludes the petitioned waste from the requirements of hazardous waste regulations under the Resource Conservation and Recovery Act. We conclude that Sandvik's petitioned waste is nonhazardous with respect to the original federal listing criteria and that there are no other factors (including additional constituents) other than those for which the waste was listed that would warrant retaining the waste as a hazardous waste. Subject to state-only requirements within the state of Washington, or federally-authorized or state-only requirements in other states where the subject wastes may be disposed of, Sandvik's petitioned waste may be disposed of in a Subtitle D landfill which is permitted, licensed, or registered by a State to manage industrial solid waste.", 2018-19595,https://www.federalregister.gov/documents/2018/09/12/2018-19595/hazardous-waste-management-system-proposed-exclusion-for-identifying-and-listing-hazardous-waste,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19595.pdf,09/12/2018
"National Emission Standards for Hazardous Air Pollutants: Surface Coating of Large Appliances; Printing, Coating, and Dyeing of Fabrics and Other Textiles; and Surface Coating of Metal Furniture Residual Risk and Technology Reviews",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing the results of the residual risk and technology reviews (RTR) for three rules--the National Emission Standards for Hazardous Air Pollutants (NESHAP) for the Surface Coating of Large Appliances; the NESHAP for the Printing, Coating, and Dyeing of Fabrics and Other Textiles; and the NESHAP for the Surface Coating of Metal Furniture. The EPA is proposing to find the risks due to emissions of air toxics from these source categories under the current standards to be acceptable and that the standards provide an ample margin of safety to protect public health. We are proposing no revisions to the numerical emission limits based on these risk analyses or technology reviews. The EPA is proposing no new requirements based on the technology review of the NESHAP for the Printing, Coating, and Dyeing of Fabrics and Other Textiles. The EPA is proposing to require the use of high efficiency spray application equipment under the technology review for the two rules that employ the use of coating spray application, the NESHAP for the Surface Coating of Large Appliances and the NESHAP for the Surface Coating of Metal Furniture, if the source is not using the emission rate with add-on control compliance option. The EPA is also requesting comment on whether the high efficiency spray equipment technology requirement under the technology review is necessary in light of the risk analyses indicating that there are ample margins of safety. The EPA also is proposing to amend provisions addressing emissions during periods of startup, shutdown, and malfunction; to amend provisions regarding electronic reporting of performance test results; and to make miscellaneous clarifying and technical corrections.", 2018-19018,https://www.federalregister.gov/documents/2018/09/12/2018-19018/national-emission-standards-for-hazardous-air-pollutants-surface-coating-of-large-appliances,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19018.pdf,09/12/2018
"Energy Conservation Program: Energy Conservation Standards for Dedicated-Purpose Pool Pump Motors, Notice of Request for Direct Final Rule",Proposed Rule,Energy Department,"On August 14, 2018, the Department of Energy (DOE) received a petition submitted by a variety of entities (collectively, the Joint Stakeholders or the Petitioners) asking DOE to issue a direct final rule for energy conservation standards for dedicated-purpose pool pump (DPPP) motors. Through this notification, DOE seeks comment on whether to proceed with the proposal, as well as any data or information that could be used in DOE's determination whether to issue a direct final rule.", 2018-19577,https://www.federalregister.gov/documents/2018/09/11/2018-19577/energy-conservation-program-energy-conservation-standards-for-dedicated-purpose-pool-pump-motors,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19577.pdf,09/11/2018
"Extension of Comment Period for Proposed Revisions to Prohibitions and Restrictions on Proprietary Trading and Certain Interests in, and Relationships With, Hedge Funds and Private Equity Funds",Proposed Rule,Treasury Department; Comptroller of the Currency; Federal Reserve System; Federal Deposit Insurance Corporation; Commodity Futures Trading Commission; Securities and Exchange Commission,"On July 17, 2018, the Agencies published in the Federal Register a notice of proposed rulemaking (proposal) that would amend the regulations implementing section 13 of the Bank Holding Company Act. Section 13 contains certain restrictions on the ability of a banking entity and nonbank financial company supervised by the Board to engage in proprietary trading and have certain interests in, or relationships with, a hedge fund or private equity fund. The proposed amendments are intended to provide banking entities with clarity about what activities are prohibited and to improve supervision and implementation of section 13. In response to requests from commenters regarding issues addressed in the proposal, the public comment period has been extended for 30 days until October 17, 2018. This action will allow interested persons additional time to analyze the proposal and prepare their comments.", 2018-19649,https://www.federalregister.gov/documents/2018/09/11/2018-19649/extension-of-comment-period-for-proposed-revisions-to-prohibitions-and-restrictions-on-proprietary,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19649.pdf,09/11/2018
"Proposed Amendment of Class D Airspace and Establishment of Class E Airspace; Tyndall AFB, FL",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to establish Class E surface airspace at Tyndall Air Force Base, (AFB), FL, for the safety of aircraft landing and departing the airport when the air traffic control tower is closed. Also, this action proposes to amend Class D airspace by updating the geographic coordinates of this airport, as well as replacing the outdated term ``Airport/Facility Directory'' with ``Chart Supplement''. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at this airport.", 2018-19488,https://www.federalregister.gov/documents/2018/09/11/2018-19488/proposed-amendment-of-class-d-airspace-and-establishment-of-class-e-airspace-tyndall-afb-fl,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19488.pdf,09/11/2018
"Proposed Establishment of Class E Airspace; Hardinsburg, KY",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to establish Class E airspace extending upward from 700 feet above the surface at Breckinridge County Airport, Hardinsburg, KY, to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures serving the airport. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at this airport.", 2018-19492,https://www.federalregister.gov/documents/2018/09/11/2018-19492/proposed-establishment-of-class-e-airspace-hardinsburg-ky,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19492.pdf,09/11/2018
"Safety Zone; Spaceport Camden, Woodbine, GA",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard is seeking comments from interested persons regarding a proposal to establish safety zones on the navigable waterways in the vicinity of the proposed Spaceport Camden, near Woodbine, Georgia during rocket tests, launches, and landing operations. The proposed safety zones would be necessary to protect personnel, vessels, and the marine environment from potential hazards created by rocket launches and landings, and by various rocket tests.", 2018-19661,https://www.federalregister.gov/documents/2018/09/11/2018-19661/safety-zone-spaceport-camden-woodbine-ga,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19661.pdf,09/11/2018
Atlantic Highly Migratory Species; 2019 Atlantic Shark Commercial Fishing Year,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"This proposed rule would establish quotas, opening dates, and retention limits for the 2019 fishing year for the Atlantic commercial shark fisheries. Quotas would be adjusted as required or allowable based on any over- and/or underharvests experienced during the 2018 fishing year. In addition, NMFS proposes opening dates and commercial retention limits based on adaptive management measures to provide, to the extent practicable, fishing opportunities for commercial shark fishermen in all regions and areas. The proposed measures could affect fishing opportunities for commercial shark fishermen in the northwestern Atlantic Ocean, including the Gulf of Mexico and Caribbean Sea.", 2018-19594,https://www.federalregister.gov/documents/2018/09/11/2018-19594/atlantic-highly-migratory-species-2019-atlantic-shark-commercial-fishing-year,https://www.gpo.gov/fdsys/pkg/FR-2018-09-11/pdf/2018-19594.pdf,09/11/2018
Policy to Encourage Trial Disclosure Programs,Proposed Rule,Consumer Financial Protection Bureau,"The Bureau of Consumer Financial Protection (Bureau) invites the public to take this opportunity to comment on its proposal to create a Disclosure Sandbox through its revised Policy to Encourage Trial Disclosure Programs (Policy or TDP Policy), which is intended to carry out the Bureau's authority under Section 1032(e) of the Dodd- Frank Wall Street Reform and Consumer Protection Act of 2010 (Dodd- Frank Act).", 2018-19385,https://www.federalregister.gov/documents/2018/09/10/2018-19385/policy-to-encourage-trial-disclosure-programs,https://www.gpo.gov/fdsys/pkg/FR-2018-09-10/pdf/2018-19385.pdf,09/10/2018
Airworthiness Directives; Airbus Helicopters Deutschland GmbH Helicopters,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for Airbus Helicopters Deutschland GmbH (Airbus Helicopters) Model MBB-BK 117 A-1, MBB-BK 117A-3, MBB-BK 117 A-4, MBB-BK 117 B-1, MBB-BK 117 B-2, MBB-BK 117 C-1, and MBB-BK 117 C-2 helicopters. This proposed AD would require repetitive inspections of the tail rotor (T/R) gearbox housing. This proposed AD is prompted by a report that a crack was found in a T/ R gearbox housing. The actions of this proposed AD are intended to address an unsafe condition on these products.", 2018-19436,https://www.federalregister.gov/documents/2018/09/10/2018-19436/airworthiness-directives-airbus-helicopters-deutschland-gmbh-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2018-09-10/pdf/2018-19436.pdf,09/10/2018
Airworthiness Directives; MD Helicopters Inc. Helicopters,Proposed Rule,Transportation Department; Federal Aviation Administration,We propose to adopt a new airworthiness directive (AD) for MD Helicopters Inc. (MDHI) Model 600N helicopters. This proposed AD would require establishing a life limit for the main rotor (M/R) blade upper control collective/longitudinal link assembly (link assembly). This proposed AD is prompted by the discovery that the life limit was omitted from the maintenance manual. The actions of this proposed AD are intended to prevent an unsafe condition on these products., 2018-19435,https://www.federalregister.gov/documents/2018/09/10/2018-19435/airworthiness-directives-md-helicopters-inc-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2018-09-10/pdf/2018-19435.pdf,09/10/2018
