title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Airworthiness Directives; Airbus SAS Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for certain Airbus SAS Model A350-941 airplanes. This AD was prompted by the discovery of inadequate corrosion protection in certain areas of the horizontal stabilizer and the rear fuselage cone structure. This AD requires application of sealant and protective treatment on the affected areas of the horizontal stabilizer and the rear fuselage cone structure and, for certain airplanes, modification of the trimmable horizontal stabilizer (THS) torsion box and re-identification of the elevator. We are issuing this AD to address the unsafe condition on these products.", 2018-19749,https://www.federalregister.gov/documents/2018/09/13/2018-19749/airworthiness-directives-airbus-sas-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19749.pdf,09/13/2018
Airworthiness Directives; Airbus SAS Airplanes,Rule,Transportation Department; Federal Aviation Administration,We are adopting a new airworthiness directive (AD) for all Airbus SAS Model A350-941 and -1041 airplanes. This AD was prompted by reports of uncommanded motion of the flight control actuator. This AD requires replacing certain rudder and elevator servocontrols with serviceable servocontrols. We are issuing this AD to address the unsafe condition on these products., 2018-19744,https://www.federalregister.gov/documents/2018/09/13/2018-19744/airworthiness-directives-airbus-sas-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19744.pdf,09/13/2018
"Airworthiness Directives; Saab AB, Saab Aeronautics (Formerly Known as Saab AB, Saab Aerosystems) Airplanes",Rule,Transportation Department; Federal Aviation Administration,"We are superseding Airworthiness Directive (AD) 2016-13-06, which applied to certain Saab AB, Saab Aeronautics Model 340A (SAAB/ SF340A) and SAAB 340B airplanes. AD 2016-13-06 required a revision of the applicable airplane flight manual (AFM), repetitive inspections of the horizontal stabilizer de-icing boots, and applicable corrective actions. This AD continues to require a revision of the applicable AFM, repetitive inspections of the horizontal stabilizer de-icing boots, and applicable corrective actions. This AD also requires replacement of single stitched de-icing boots with improved double stitched boots, and re-identification of the modified horizontal stabilizer leading edge. This AD was prompted by reports of ruptured horizontal stabilizer de- icing boots. We are issuing this AD to address the unsafe condition on these products.", 2018-19748,https://www.federalregister.gov/documents/2018/09/13/2018-19748/airworthiness-directives-saab-ab-saab-aeronautics-formerly-known-as-saab-ab-saab-aerosystems,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19748.pdf,09/13/2018
Airworthiness Directives; The Boeing Company Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for all The Boeing Company Model 737-100, -200, -200C, -300, -400, and -500 series airplanes. This AD was prompted by reports of cracking in certain flanges, and the adjacent web, of the wing outboard flap track at certain positions, and a determination that new inspections of certain flap track flanges and webs forward of the rear spar attachment are necessary. This AD requires an inspection to determine the part number of the wing outboard flap track assembly; repetitive inspections of each affected wing outboard flap track for discrepancies, and applicable on-condition actions; and repetitive overhaul of each wing outboard flap track. We are issuing this AD to address the unsafe condition on these products.", 2018-19185,https://www.federalregister.gov/documents/2018/09/13/2018-19185/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19185.pdf,09/13/2018
Airworthiness Directives; Airbus Helicopters,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for Airbus Helicopters Model AS-365N2 and AS 365 N3 helicopters with a lower strobe light installed. This AD requires installing a cable mount, inspecting the lower strobe light wiring harness, and re-routing the wiring harness. This AD was prompted by reports of interference between the lower strobe light wiring harness and the helicopter structure. The actions of this AD are intended to prevent an unsafe condition on these helicopters.", 2018-19432,https://www.federalregister.gov/documents/2018/09/13/2018-19432/airworthiness-directives-airbus-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19432.pdf,09/13/2018
"Establishment of Class E Airspace, Los Angeles, CA",Rule,Transportation Department; Federal Aviation Administration,"This action establishes Class E en route airspace extending upward from 1,200 feet above the surface to accommodate instrument flight rules (IFR) aircraft under control of the Los Angeles Air Route Traffic Control Center (ARTCC), Los Angeles, CA. Establishment of this airspace area would ensure controlled airspace exists in those areas where the Federal airway structure is inadequate. This action also corrects an error in one of the longitude coordinates in the airspace description.", 2018-19725,https://www.federalregister.gov/documents/2018/09/13/2018-19725/establishment-of-class-e-airspace-los-angeles-ca,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19725.pdf,09/13/2018
"Amendment of Class E Airspace; Kamuela, HI",Rule,Transportation Department; Federal Aviation Administration,"This action amends Class E surface area airspace and Class E airspace extending upward from 700 feet above the surface at Waimea- Kohala Airport, Kamuela, HI by modifying the boundaries to only that area necessary to contain instrument flight rules (IFR) operations at the airport. The part-time Notice to Airmen (NOTAM) status is removed from Class E surface area airspace, and references to the Kamuela VOR/ DME is removed from associated Class E airspace areas above. Airspace redesign is necessary as the FAA transitions from ground-based to satellite-based navigation for the safety and management of the national airspace system. Also, an editorial change will be made removing the airport name and replacing it with the city in the airspace designators for the above airspace areas.", 2018-19727,https://www.federalregister.gov/documents/2018/09/13/2018-19727/amendment-of-class-e-airspace-kamuela-hi,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19727.pdf,09/13/2018
"Establishment of Class E Airspace; Washington Island, WI",Rule,Transportation Department; Federal Aviation Administration,"This action establishes Class E airspace extending upward from 700 feet above the surface, at Washington Island Airport, Washington Island, WI. Controlled airspace is necessary to accommodate new standard instrument approach procedures developed at Washington Island Airport, for the safety and management of instrument flight rules (IFR) operations.", 2018-19713,https://www.federalregister.gov/documents/2018/09/13/2018-19713/establishment-of-class-e-airspace-washington-island-wi,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19713.pdf,09/13/2018
"Revocation of Class E Airspace; Crows Landing, CA",Rule,Transportation Department; Federal Aviation Administration,"This action removes Class E airspace extending upward from 1,200 feet above the surface at Crows Landing Airport, Crows Landing, CA. This airspace is wholly contained within the Sacramento en route airspace area and duplication is not necessary.", 2018-19871,https://www.federalregister.gov/documents/2018/09/13/2018-19871/revocation-of-class-e-airspace-crows-landing-ca,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19871.pdf,09/13/2018
"Amendment of Chicago Class B and Chicago Class C Airspace; Chicago, IL",Rule,Transportation Department; Federal Aviation Administration,"This action corrects a final rule published in the Federal Register of August 16, 2018, that amended the Chicago Class B and Chicago Class C airspace area descriptions by changing references to the Chicago O'Hare VHF Omnidirectional Range/Distance Measuring Equipment (VOR/DME) to ``Point of Origin.'' Additionally, the Chicago Class B and Chicago Class C airspace area descriptions were edited to reflect the Chicago Midway International Airport name change to match the current information in the FAA's aeronautical database. The Chicago Class B airspace description listed in the rule is corrected to reflect updated geographic coordinates for the Chicago O'Hare International Airport airport reference point (ARP), updated geographic coordinates for two points in the Area A description, and updated geographic coordinates for one point in the Area F description.", 2018-19729,https://www.federalregister.gov/documents/2018/09/13/2018-19729/amendment-of-chicago-class-b-and-chicago-class-c-airspace-chicago-il,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19729.pdf,09/13/2018
"Addition of Certain Entities to the Entity List, Revision of Entries on the Entity List and Removal of Certain Entities From the Entity List; Correction",Rule,Commerce Department; Industry and Security Bureau,"On September 4, 2018, BIS published a final rule amending the Export Administration Regulations (EAR) by adding fifteen entities under seventeen entries to the Entity List. An error of omission left out one Pakistani entity from an amendatory instruction. This correction clarifies that instruction.", 2018-19960,https://www.federalregister.gov/documents/2018/09/13/2018-19960/addition-of-certain-entities-to-the-entity-list-revision-of-entries-on-the-entity-list-and-removal,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19960.pdf,09/13/2018
"Drawbridge Operation Regulation; Sacramento River, Sacramento, CA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard has issued a temporary deviation from the operating schedule that governs the Tower Drawbridge across the Sacramento River, mile 59.0, at Sacramento, CA. The deviation is necessary to allow the community to participate in the Making Strides Walk against Breast Cancer event. This deviation allows the bridge to remain in the closed-to-navigation position.", 2018-19747,https://www.federalregister.gov/documents/2018/09/13/2018-19747/drawbridge-operation-regulation-sacramento-river-sacramento-ca,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19747.pdf,09/13/2018
"Safety Zone; S99 Alford Street Bridge-Emergency Grid Replacement Project, Mystic River, Charlestown and Everett, MA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone for the navigable waters within 150-yards of the S99 Alford Street Bridge, at mile 1.4 on the Mystic River between Charlestown and Everett, Massachusetts from October 1, 2018 through April 30, 2019. The safety zone is necessary to protect personnel, vessels and the marine environment from potential hazards created during the emergency replacement of the steel grid deck on all four bascule spans of the S99 Alford Street Bridge. This temporary rule would prohibit vessels and persons from being in the safety zone unless authorized by the Captain of the Port Boston or a designated representative.", 2018-19746,https://www.federalregister.gov/documents/2018/09/13/2018-19746/safety-zone-s99-alford-street-bridge-emergency-grid-replacement-project-mystic-river-charlestown-and,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19746.pdf,09/13/2018
Afidopyropen; Pesticide Tolerances,Rule,Environmental Protection Agency,"This regulation establishes tolerances for residues of afidopyropen, [(3S,4R,4aR,6S,6aS,12R,12aS,12bS)-3- [(cyclopropylcarbonyl)oxy]-1,3,4,4a,5,6,6a,12,12a,12b-decahydro- 6,12-dihydroxy-4,6a,12b-trimethyl-11-oxo-9-(3-pyridinyl)-2H,11H- naphtho[2,1-b]pyrano[3,4-e]pyran-4-yl]methyl cyclopropanecarboxylate, including its metabolites and degradates, in or on multiple commodities which are identified and discussed later in this document. BASF Corporation requested these tolerances under the Federal Food, Drug, and Cosmetic Act (FFDCA).", 2018-19951,https://www.federalregister.gov/documents/2018/09/13/2018-19951/afidopyropen-pesticide-tolerances,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19951.pdf,09/13/2018
Bacteriophage Active Against Erwinia amylovora; Exemption from the Requirement of a Tolerance,Rule,Environmental Protection Agency,"This regulation establishes an exemption from the requirement of a tolerance for residues of lytic bacteriophage active against Erwinia amylovora that are produced in Erwinia amylovora in or on apple and pear, when used in accordance with label directions and good agricultural practices. OmniLytics, Inc. submitted a petition to EPA under the Federal Food, Drug, and Cosmetic Act (FFDCA), requesting an exemption from the requirement of a tolerance. This regulation eliminates the need to establish a maximum permissible level for residues of bacteriophage active against Erwinia amylovora in or on apple and pear under FFDCA.", 2018-19954,https://www.federalregister.gov/documents/2018/09/13/2018-19954/bacteriophage-active-against-erwinia-amylovora-exemption-from-the-requirement-of-a-tolerance,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19954.pdf,09/13/2018
Bacteriophage Active Against Xanthomonas citri subsp. citri; Exemption From the Requirement of a Tolerance,Rule,Environmental Protection Agency,"This regulation establishes an exemption from the requirement of a tolerance for residues of lytic bacteriophage active against Xanthomonas citri subsp. citri that are produced in Xanthomonas citri subsp. citri in or on food commodities included in the fruit, citrus groups 10 and 10-10, when used in accordance with label directions and good agricultural practices. OmniLytics, Inc. submitted a petition to EPA under the Federal Food, Drug, and Cosmetic Act (FFDCA), requesting an exemption from the requirement of a tolerance. This regulation eliminates the need to establish a maximum permissible level for residues of bacteriophage active against Xanthomonas citri subsp. citri in or on food commodities of the fruit, citrus groups 10 and 10-10 under FFDCA.", 2018-19958,https://www.federalregister.gov/documents/2018/09/13/2018-19958/bacteriophage-active-against-xanthomonas-citri-subsp-citri-exemption-from-the-requirement-of-a,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19958.pdf,09/13/2018
"Pepino Mosaic Virus, Strain CH2, Isolate 1906; Exemption From the Requirement of a Tolerance",Rule,Environmental Protection Agency,"This regulation establishes an exemption from the requirement of a tolerance for residues of Pepino mosaic virus, strain CH2, isolate 1906 in or on tomato when this pesticide chemical is used in accordance with label directions and good agricultural practices. Interregional Research Project Number 4 submitted a petition to EPA under the Federal Food, Drug, and Cosmetic Act (FFDCA), requesting an exemption from a requirement of a tolerance. This regulation eliminates the need to establish a maximum permissible level for residues of Pepino mosaic virus, strain CH2, isolate 1906 in or on tomato under FFDCA.", 2018-19959,https://www.federalregister.gov/documents/2018/09/13/2018-19959/pepino-mosaic-virus-strain-ch2-isolate-1906-exemption-from-the-requirement-of-a-tolerance,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19959.pdf,09/13/2018
National Priorities List,Rule,Environmental Protection Agency,"The Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (``CERCLA'' or ``the Act''), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (``NCP'') include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (``NPL'') constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (``the EPA'' or ``the agency'') in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule adds five sites to the General Superfund section of the NPL, clarifies a site name, and withdraws a previous addition to the NPL.", 2018-19878,https://www.federalregister.gov/documents/2018/09/13/2018-19878/national-priorities-list,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19878.pdf,09/13/2018
Federal Travel Regulation: Contract City-Pair Business-Class Air Accommodations,Rule,General Services Administration,"GSA is notifying agencies that Federal civilian employees of an agency as defined in its regulations, if authorized to travel via business-class air accommodations, must use the business-class city- pair fare (coded as ``--CB'') where awarded for the route(s) listed on the travel authorization. The information outlined in an FTR bulletin will provide clarity and promote consistency across the Government.", 2018-19884,https://www.federalregister.gov/documents/2018/09/13/2018-19884/federal-travel-regulation-contract-city-pair-business-class-air-accommodations,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19884.pdf,09/13/2018
"VA Acquisition Regulation: Contract Cost Principles and Procedures; Protests, Disputes and Appeals",Rule,Veterans Affairs Department,"The Department of Veterans Affairs (VA) is amending and updating its VA Acquisition Regulation (VAAR) in phased increments to revise or remove any policy superseded by changes in the Federal Acquisition Regulation (FAR), to remove procedural guidance internal to VA into the VA Acquisition Manual (VAAM), and to incorporate any new agency specific regulations or policies. These changes seek to streamline and align the VAAR with the FAR and remove outdated and duplicative requirements and reduce burden on contractors. The VAAM incorporates portions of the removed VAAR as well as other internal agency acquisition policy. VA will rewrite certain parts of the VAAR and VAAM, and as VAAR parts are rewritten, we will publish them in the Federal Register. In particular, this rulemaking revises VAAR concerning Contract Cost Principles and Procedures and Protests, Disputes and Appeals.", 2018-18985,https://www.federalregister.gov/documents/2018/09/13/2018-18985/va-acquisition-regulation-contract-cost-principles-and-procedures-protests-disputes-and-appeals,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-18985.pdf,09/13/2018
"Acquisition Regulation: Update to Clauses Pertaining to Release of Contractor Confidential Business Information, Submission of Invoices, and the “Authorized or Required by Statute” Exception for Other Than Full and Open Competition",Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is taking direct final action to amend the EPA Acquisition Regulation (EPAAR). The clause pertaining to ``Release of Contractor Confidential Business'' is updated to incorporate the existing class deviation and make a minor addition. The ``Submission of Invoices'' clause is revised to incorporate the existing class deviation and updated with minor administrative edits. The clause ``Authorized or Required by Statute'' is clarified regarding the applicability of written justification requirements for the exception for other than full and open competition., 2018-19769,https://www.federalregister.gov/documents/2018/09/13/2018-19769/acquisition-regulation-update-to-clauses-pertaining-to-release-of-contractor-confidential-business,https://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19769.pdf,09/13/2018
"Cranberries Grown in States of Massachusetts, et al.; Establishment of 2018-19 Seasonal Volume Regulation",Rule,Agriculture Department; Agricultural Marketing Service,"This rule implements a recommendation to establish a grower allotment percentage for the 2018-19 crop year and allows for the diversion of processed products from that year under the marketing order for cranberries grown in the production area (Order). This action also specifies handlers subject to the regulation, revises the definition of outlets for excess fruit, revises dates by which certain actions are due, and establishes exemptions to the action.", 2018-19825,https://www.federalregister.gov/documents/2018/09/12/2018-19825/cranberries-grown-in-states-of-massachusetts-et-al-establishment-of-2018-19-seasonal-volume,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19825.pdf,09/12/2018
Disclosure of Records and Information,Rule,Consumer Financial Protection Bureau,"This final rule amends the procedures used by the public to obtain information from the Bureau of Consumer Financial Protection (Bureau) under the Freedom of Information Act, the Privacy Act of 1974, and in legal proceedings.", 2018-19384,https://www.federalregister.gov/documents/2018/09/12/2018-19384/disclosure-of-records-and-information,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19384.pdf,09/12/2018
"Special Conditions: The Boeing Company (Boeing), Model 787-8, 787-9, and 787-10 Series Airplanes; Dynamic Test Requirements for Single-Occupant, Oblique (Side-Facing) Seats With or Without Airbag Devices or 3-Point Restraints",Rule,Transportation Department; Federal Aviation Administration,"These amended special conditions are issued for the Boeing Model 787-8, 787-9, and 787-10 series airplanes. This amendment states that the Boeing Model 787-8, 787-9, and 787-10 series airplanes oblique (side-facing) seats may be installed at an angle of 18 to 45 degrees to the airplane centerline and may include a 3-point or airbag restraint system, or both, for occupant restraint and injury protection. This airplane will have novel or unusual design features when compared to the state of technology envisioned in the airworthiness standards for transport category airplanes. These design features are oblique (side- facing) single-occupant seats equipped with airbag devices or 3-point restraints. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for these design features. These special conditions contain the additional safety standards the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards.", 2018-19753,https://www.federalregister.gov/documents/2018/09/12/2018-19753/special-conditions-the-boeing-company-boeing-model-787-8-787-9-and-787-10-series-airplanes-dynamic,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19753.pdf,09/12/2018
"Special Conditions: The Boeing Company (Boeing), Model 777 Series Airplanes; Dynamic Test Requirements for Single Occupant Oblique Seats, With or Without Airbag Devices or 3-Point Restraints",Rule,Transportation Department; Federal Aviation Administration,"These amended special conditions are issued for the Boeing Model 777 series airplanes. This amendment states that the Boeing Model 777 series airplanes oblique (side-facing) seats may be installed at an angle of 18 to 45 degrees to the airplane centerline and may include a 3-point or airbag restraint system, or both, for occupant restraint and injury protection. This airplane will have novel or unusual design features when compared to the state of technology envisioned in the airworthiness standards for transport category airplanes. These design features are oblique (side-facing) single-occupant passenger seats equipped with or without airbag devices or 3-point restraints. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards.", 2018-19752,https://www.federalregister.gov/documents/2018/09/12/2018-19752/special-conditions-the-boeing-company-boeing-model-777-series-airplanes-dynamic-test-requirements,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19752.pdf,09/12/2018
"Addition of Certain Entities to the Entity List, Revision of Entries on the Entity List and Removal of Certain Entities From the Entity List",Rule,Commerce Department; Industry and Security Bureau,"", C2-2018-18766,https://www.federalregister.gov/documents/2018/09/12/C2-2018-18766/addition-of-certain-entities-to-the-entity-list-revision-of-entries-on-the-entity-list-and-removal,https://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/C2-2018-18766.pdf,09/12/2018
