title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Approval of Arizona Air Plan Revisions, Arizona Department of Environmental Quality and Maricopa County Air Quality Department",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the Arizona Department of Environmental Quality (ADEQ) and Maricopa County Air Quality District (MCAQD) portions of the Arizona State Implementation Plan (SIP). These revisions were submitted by ADEQ in response to EPA's May 22, 2015, finding of substantial inadequacy and SIP call for certain provisions in the SIP related to affirmative defenses applicable to excess emissions during startup, shutdown, and malfunction (SSM) events. EPA is proposing approval of the SIP revisions because the Agency has determined that they are in accordance with the requirements for SIP provisions under the Clean Air Act (CAA or the Act).", 2017-04683,https://www.federalregister.gov/documents/2017/03/09/2017-04683/approval-of-arizona-air-plan-revisions-arizona-department-of-environmental-quality-and-maricopa,https://www.gpo.gov/fdsys/pkg/FR-2017-03-09/pdf/2017-04683.pdf,03/09/2017
"Approval of California Air Plan Revisions, Western Mojave Desert, Rate of Progress Demonstration",Proposed Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is proposing to approve a state implementation plan revision submitted by the State of California to meet Clean Air Act requirements applicable to the Western Mojave Desert (WMD) ozone nonattainment area. The EPA is proposing to approve the initial six-year 15 percent rate of progress demonstration to address requirements for the 1997 8-hour ozone national ambient air quality standards (NAAQS)., 2017-04692,https://www.federalregister.gov/documents/2017/03/09/2017-04692/approval-of-california-air-plan-revisions-western-mojave-desert-rate-of-progress-demonstration,https://www.gpo.gov/fdsys/pkg/FR-2017-03-09/pdf/2017-04692.pdf,03/09/2017
Addition of Natural Gas Processing Facilities to the Toxics Release Inventory (TRI); Extension of Comment Period,Proposed Rule,Environmental Protection Agency,"EPA issued a proposed rule in the Federal Register of Friday, January 6, 2017, concerning the Agency's addition of natural gas processing facilities to the Toxics Release Inventory (TRI). This document extends the comment period for 60 days, from March 7, 2017 to May 6, 2017. This action is in response to stakeholders' requests to extend the comment period.", 2017-04313,https://www.federalregister.gov/documents/2017/03/08/2017-04313/addition-of-natural-gas-processing-facilities-to-the-toxics-release-inventory-tri-extension-of,https://www.gpo.gov/fdsys/pkg/FR-2017-03-08/pdf/2017-04313.pdf,03/08/2017
Petitions for Reconsideration of Action in Rulemaking Proceeding; Correction,Proposed Rule,Federal Communications Commission,"This document corrects the date for filing of Replies to an opposition published in the Federal Register of February 17, 2017, (82 FR 10999) regarding Petitions for Reconsideration of Action. This document corrects the Replies to an opposition deadline to March 16, 2017.", 2017-04471,https://www.federalregister.gov/documents/2017/03/08/2017-04471/petitions-for-reconsideration-of-action-in-rulemaking-proceeding-correction,https://www.gpo.gov/fdsys/pkg/FR-2017-03-08/pdf/2017-04471.pdf,03/08/2017
Airworthiness Directives; Bell Helicopter Textron Canada Limited,Proposed Rule,Transportation Department; Federal Aviation Administration,We propose to adopt a new airworthiness directive (AD) for Bell Helicopter Textron Canada Limited (Bell) Model 429 helicopters. This proposed AD would reduce the life limit of certain landing gear parts and is prompted by a stress analysis. The proposed actions are intended to address an unsafe condition on these products., 2017-04371,https://www.federalregister.gov/documents/2017/03/07/2017-04371/airworthiness-directives-bell-helicopter-textron-canada-limited,https://www.gpo.gov/fdsys/pkg/FR-2017-03-07/pdf/2017-04371.pdf,03/07/2017
Airworthiness Directives; Honeywell International Inc. Turbofan Engines,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for all Honeywell International Inc. TFE731-20 and TFE731-40 turbofan engines. This proposed AD was prompted by two fan disks found with a manufacturing-caused flaw. This proposed AD would require removing affected fan disks, performing a one-time inspection, and replacing fan disks that fail inspection. We are proposing this AD to correct the unsafe condition on these products.", 2017-04370,https://www.federalregister.gov/documents/2017/03/07/2017-04370/airworthiness-directives-honeywell-international-inc-turbofan-engines,https://www.gpo.gov/fdsys/pkg/FR-2017-03-07/pdf/2017-04370.pdf,03/07/2017
Request for Comment on Possible Changes to Industry Guide 3 (Statistical Disclosure by Bank Holding Companies),Proposed Rule,Securities and Exchange Commission,"The Commission is publishing this request for comment to seek public input as to the disclosures called for by Industry Guide 3, Statistical Disclosure by Bank Holding Companies. The financial services industry has changed dramatically since Guide 3 was first published. Consequently, our disclosure guidance may not in all cases reflect recent industry developments or changes in accounting standards related to financial and other reporting requirements.", 2017-04329,https://www.federalregister.gov/documents/2017/03/07/2017-04329/request-for-comment-on-possible-changes-to-industry-guide-3-statistical-disclosure-by-bank-holding,https://www.gpo.gov/fdsys/pkg/FR-2017-03-07/pdf/2017-04329.pdf,03/07/2017
Proposed Amendment of VOR Federal Airways V-7 and V-67; TN,Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify VHF Omnidirectional Range (VOR) Federal airways V-7 and V-67, in the eastern United States due to the planned decommissioning of the Graham, TN, VORTAC navigation aid.", 2017-04179,https://www.federalregister.gov/documents/2017/03/06/2017-04179/proposed-amendment-of-vor-federal-airways-v-7-and-v-67-tn,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04179.pdf,03/06/2017
Proposed Amendment and Removal of VOR Federal Airways; Eastern United States,Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify VHF Omnidirectional Range (VOR) Federal airways V-14, V-265, V-464, and V-522; and to remove airway V- 90, in the eastern United States. The modifications are required due to the planned decommissioning of the Dunkirk, NY, VORTAC navigation aid which provides navigation guidance for portions of the above routes.", 2017-04185,https://www.federalregister.gov/documents/2017/03/06/2017-04185/proposed-amendment-and-removal-of-vor-federal-airways-eastern-united-states,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04185.pdf,03/06/2017
"Proposed Establishment of Class E Airspace; Grayling, AK",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to establish Class E airspace extending upward from 700 feet above the surface at Grayling Airport, Grayling, AK to support the development of Instrument Flight Rules (IFR) operations under standard instrument approach and departure procedures at the airport, and for the safety and management of controlled airspace within the National Airspace System.", 2017-04183,https://www.federalregister.gov/documents/2017/03/06/2017-04183/proposed-establishment-of-class-e-airspace-grayling-ak,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04183.pdf,03/06/2017
"Proposed Establishment of Restricted Area R-2205 A, B, C, D, E, F, G and H, and Revocation of Restricted Area R-2205; Fairbanks, AK",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to expand upon the current Restricted Area R-2205 by subdividing 8 separate areas in the vicinity of Fairbanks, AK, over the Digital Multipurpose Training Range (DMPTR) and the Yukon Training Area (YTA), to provide a more realistic protective airspace required for hazardous activities within the Joint Pacific Alaska Range Complex (JPARC).", 2017-04189,https://www.federalregister.gov/documents/2017/03/06/2017-04189/proposed-establishment-of-restricted-area-r-2205-a-b-c-d-e-f-g-and-h-and-revocation-of-restricted,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04189.pdf,03/06/2017
"Proposed Establishment of Restricted Areas R-2201 A, B, C, D, E, F, G, H, and J; Fort Greely, AK.",Proposed Rule,Transportation Department; Federal Aviation Administration,"The FAA is proposing the establishment of Restricted Area R- 2201A, B, C, D, E, F, G, H, and J; Fort Greely AK, on behalf of/by the United States Army Alaska (USARAK), over the Battle Area Complex (BAX) and Combined Arms Collective Training Facility (CACTF), in the vicinity of Allen Army Airfield, AK. The proposed restricted airspace would contain hazardous activities and be available for joint military use, including active, National Guard and Reserve elements.", 2017-04187,https://www.federalregister.gov/documents/2017/03/06/2017-04187/proposed-establishment-of-restricted-areas-r-2201-a-b-c-d-e-f-g-h-and-j-fort-greely-ak,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04187.pdf,03/06/2017
DSM Biomedical; Filing of Color Additive Petition,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is announcing that we have filed a petition, submitted by DSM Biomedical, proposing that the color additive regulations be amended to provide for the safe use of high purity carbon black for coloring ultra-high molecular weight polyethylene sutures for use in general surgery.", 2017-04188,https://www.federalregister.gov/documents/2017/03/06/2017-04188/dsm-biomedical-filing-of-color-additive-petition,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04188.pdf,03/06/2017
Intention To Review and Rescind or Revise the Clean Water Rule,Proposed Rule,Defense Department; Engineers Corps; Environmental Protection Agency,"In accordance with a Presidential directive, the U.S. Environmental Protection Agency (EPA) and the Department of the Army (Army) announces its intention to review and rescind or revise the Clean Water Rule.", 2017-04312,https://www.federalregister.gov/documents/2017/03/06/2017-04312/intention-to-review-and-rescind-or-revise-the-clean-water-rule,https://www.gpo.gov/fdsys/pkg/FR-2017-03-06/pdf/2017-04312.pdf,03/06/2017
United States Standards for Grades of Frozen Onions,Proposed Rule,Agriculture Department; Agricultural Marketing Service,"Notice is hereby given that the Agricultural Marketing Service (AMS) is reopening the comment period for the document inviting comments on a proposal to create new United States Standards for Grades of Frozen Onions and request for comments published in the Federal Register on November 23, 2016. The comment period for this document closed on January 23, 2017. The grade standards would provide a common language for trade, a means of measuring value in the marketing of frozen onions, and guidance on the effective use of frozen onions.", 2017-04079,https://www.federalregister.gov/documents/2017/03/03/2017-04079/united-states-standards-for-grades-of-frozen-onions,https://www.gpo.gov/fdsys/pkg/FR-2017-03-03/pdf/2017-04079.pdf,03/03/2017
Airworthiness Directives; Airbus Helicopters,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for Airbus Helicopters Model AS332C, AS332C1, AS332L, AS332L1, AS332L2, and EC225LP helicopters. This proposed AD would require inspecting the sliding cabin doors. This proposed AD is prompted by the failure of the sliding door's jettison mechanism due to corrosion. The proposed actions are intended to address the unsafe condition in these products.", 2017-04116,https://www.federalregister.gov/documents/2017/03/03/2017-04116/airworthiness-directives-airbus-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2017-03-03/pdf/2017-04116.pdf,03/03/2017
"Airworthiness Directives; Bombardier, Inc., Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Bombardier, Inc., Model DHC-8-401 and DHC-8-402 airplanes. This proposed AD was prompted by a report that a pilot was unable to move the rudder pedal due to an obstruction. This proposed AD would require an inspection to determine if wiring shrouds are present, and modifying the wiring shrouds if necessary. We are proposing this AD to address the unsafe condition on these products.", 2017-03995,https://www.federalregister.gov/documents/2017/03/02/2017-03995/airworthiness-directives-bombardier-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03995.pdf,03/02/2017
Airworthiness Directives; the Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain The Boeing Company Model 737-100, -200, -200C, -300, -400, and -500 series airplanes. This proposed AD was prompted by reports of frame web cracking at certain locations. This proposed AD would require repetitive inspections in certain locations of the frame web, and corrective action if necessary. We are proposing this AD to address the unsafe condition on these products.", 2017-03996,https://www.federalregister.gov/documents/2017/03/02/2017-03996/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03996.pdf,03/02/2017
Airworthiness Directives; ZLIN AIRCRAFT a.s. Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for ZLIN AIRCRAFT a.s. Model Z-242L airplanes that would supersede AD 2003- 11-12. This proposed AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI describes the unsafe condition as a need to incorporate new revisions into the Limitations section, Chapter 9, of the FAA-approved maintenance program (e.g., maintenance manual) to impose new or more restrictive life limits on critical components. We are issuing this proposed AD to require actions to address the unsafe condition on these products.", 2017-03965,https://www.federalregister.gov/documents/2017/03/02/2017-03965/airworthiness-directives-zlin-aircraft-as-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03965.pdf,03/02/2017
Airworthiness Directives; The Enstrom Helicopter Corporation,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede airworthiness directive (AD) 2015-08- 51 for Enstrom Helicopter Corporation (Enstrom) Model F-28A, 280, F- 28C, F-28C-2, F-28C-2R, 280C, F-28F, F-28F-R, 280F, 280FX, and 480 helicopters. AD 2015-08-51 requires an inspection of the main rotor spindle (spindle) and reporting the inspection results to the FAA. This proposed AD was prompted by additional reports of cracked spindles and would require establishing a life limit and a recurring inspection. These proposed actions are intended to prevent the unsafe condition on these products.", 2017-03950,https://www.federalregister.gov/documents/2017/03/02/2017-03950/airworthiness-directives-the-enstrom-helicopter-corporation,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03950.pdf,03/02/2017
"Airworthiness Directives; Piper Aircraft, Inc. Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede Airworthiness Directive (AD) 69-13-03, which applies to all Piper Aircraft, Inc. Models PA-23, PA-23-160, PA- 23-235, PA-23-250, PA-E23-250, and PA-30 airplanes. AD 69-13-03 currently requires inspection of the heater exhaust extension, replacement of the extension as necessary, and overhaul of the combustion heater assembly. Since we issued AD 69-13-03, we proposed an AD that applies to the Meggitt (Troy), Inc. combustion heaters, and the proposed combustion heater AD would incorporate corrective actions for the heater that contradict the overhaul requirement of AD 69-13-03. This proposed AD would retain the inspection of the heater exhaust extension, with replacement of the extension as necessary, and remove the overhaul requirement of the combustion heater assembly. We are proposing this AD to correct the unsafe condition on these products.", 2017-03952,https://www.federalregister.gov/documents/2017/03/02/2017-03952/airworthiness-directives-piper-aircraft-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03952.pdf,03/02/2017
Airworthiness Directives; DG Flugzeugbau GmbH Gliders,Proposed Rule,Transportation Department; Federal Aviation Administration,We propose to adopt a new airworthiness directive (AD) for DG Flugzeugbau GmbH Model DG-500MB gliders that are equipped with a Solo 2625 02 engine that has been modified with a fuel injection system following the instructions of Solo Kleinmotoren GmbH Service Bulletin (SB)/Technische Mitteilung (TM) 4600-3 ``Fuel Injection System'' and re-identified as Solo 2625 02i. This proposed AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI describes the unsafe condition as failure of the connecting rod bearing resulting from too much load on the rod bearings from the engine control unit. We are issuing this proposed AD to require actions to address the unsafe condition on these products., 2017-03967,https://www.federalregister.gov/documents/2017/03/02/2017-03967/airworthiness-directives-dg-flugzeugbau-gmbh-gliders,https://www.gpo.gov/fdsys/pkg/FR-2017-03-02/pdf/2017-03967.pdf,03/02/2017
