title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Approval and Promulgation of Air Quality Implementation Plans; State of Utah; Revisions to the Utah Division of Administrative Rules, R307-300 Series; Area Source Rule for Attainment of Fine Particulate Matter Standards",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve portions of the fine particulate matter (PM<INF>2.5</INF>) State Implementation Plan (SIP) and related rule revisions submitted by the State of Utah. The EPA is proposing to approve revisions submitted on May 9, 2013 and August 25, 2017 for Utah's fugitive dust control rule, and to approve the State's associated reasonable available control measures (RACM) determination, submitted on December 16, 2014. This action is being taken under section 110 of the Clean Air Act (CAA or Act).", 2017-19574,https://www.federalregister.gov/documents/2017/09/14/2017-19574/approval-and-promulgation-of-air-quality-implementation-plans-state-of-utah-revisions-to-the-utah,https://www.gpo.gov/fdsys/pkg/FR-2017-09-14/pdf/2017-19574.pdf,09/14/2017
Montana Second 10-Year Carbon Monoxide Maintenance Plan for Missoula,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted to the EPA by the State of Montana. On September 19, 2016, the Governor of Montana's designee submitted a Clean Air Act (CAA) section 175A(b) second 10-year limited maintenance plan for the Missoula area for the carbon monoxide (CO) National Ambient Air Quality Standard (NAAQS). This limited maintenance plan addresses maintenance of the CO NAAQS for a second 10-year period beyond the original redesignation. This action is being taken under sections 110 and 175A of the CAA.", 2017-19462,https://www.federalregister.gov/documents/2017/09/14/2017-19462/montana-second-10-year-carbon-monoxide-maintenance-plan-for-missoula,https://www.gpo.gov/fdsys/pkg/FR-2017-09-14/pdf/2017-19462.pdf,09/14/2017
Approval and Promulgation of Implementation Plans; New York; Reasonably Available Control Technology for the 2008 8-Hour Ozone National Ambient Air Quality Standards,Proposed Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is proposing to conditionally approve a State Implementation Plan (SIP) submitted by the State of New York for purposes of implementing Reasonably Available Control Technology (RACT) for the 2008 8-hour ozone National Ambient Air Quality Standard (NAAQS). This proposed approval is conditioned on New York's timely submittal of a supplement to the SIP that includes a revised regulatory RACT requirement related to control of volatile organic compounds from Industrial Cleaning Solvents. The EPA is proposing to approve New York's RACT SIP as it applies to non-control technique guideline major sources and major sources of oxides of nitrogen. The EPA is also proposing to approve the State of New York's non-attainment new source review certification as sufficient for purposes of satisfying the 2008 8-hour ozone NAAQS. This action is being taken in accordance with the requirements of the Clean Air Act., 2017-19453,https://www.federalregister.gov/documents/2017/09/14/2017-19453/approval-and-promulgation-of-implementation-plans-new-york-reasonably-available-control-technology,https://www.gpo.gov/fdsys/pkg/FR-2017-09-14/pdf/2017-19453.pdf,09/14/2017
Arkansas: Final Authorization of State-Initiated Changes and Incorporation by Reference of State Hazardous Waste Management Program,Proposed Rule,Environmental Protection Agency,"During a review of Arkansas' regulations, the Environmental Protection Agency (EPA) identified a variety of State-initiated changes to Arkansas' hazardous waste program under the Resource Conservation and Recovery Act (RCRA), as amended. The EPA proposes to authorize the State for the program changes. In addition, the EPA proposes to codify in the regulations entitled ``Approved State Hazardous Waste Management Programs'', Arkansas' authorized hazardous waste program. The EPA will incorporate by reference into the Code of Federal Regulations (CFR) those provisions of the State regulations that are authorized and that the EPA will enforce under RCRA. The purpose of this Federal Register document is to codify Arkansas' base hazardous waste management program and its revisions to that program.", 2017-18875,https://www.federalregister.gov/documents/2017/09/14/2017-18875/arkansas-final-authorization-of-state-initiated-changes-and-incorporation-by-reference-of-state,https://www.gpo.gov/fdsys/pkg/FR-2017-09-14/pdf/2017-18875.pdf,09/14/2017
"Airworthiness Directives; Bombardier, Inc., Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Bombardier, Inc., Model CL-600-2C10 (Regional Jet Series 700, 701, & 702), Model CL-600-2D15 (Regional Jet Series 705), Model CL-600- 2D24 (Regional Jet Series 900), and Model CL-600-2E25 (Regional Jet Series 1000) airplanes. This proposed AD was prompted by a report of a smoke-in-cabin event due to a non-sustaining electrical fire. This proposed AD would require installation of protective sleeves on the bonding jumper wires of affected galleys and lavatories. We are proposing this AD to address the unsafe condition on these products.", 2017-19304,https://www.federalregister.gov/documents/2017/09/13/2017-19304/airworthiness-directives-bombardier-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-09-13/pdf/2017-19304.pdf,09/13/2017
"Airworthiness Directives; Bombardier, Inc., Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Bombardier, Inc., Model CL-600-2C10 (Regional Jet Series 700, 701, & 702) airplanes; Model CL-600-2D15 (Regional Jet Series 705) airplanes; Model CL-600-2D24 (Regional Jet Series 900) airplanes; and Model CL-600-2E25 (Regional Jet Series 1000) airplanes. This proposed AD was prompted by a report of rudder yoke components that had not been properly inspected at the supplier. This proposed AD would require replacement of the left and right rudder yoke assemblies. We are proposing this AD to address the unsafe condition on these products.", 2017-19306,https://www.federalregister.gov/documents/2017/09/13/2017-19306/airworthiness-directives-bombardier-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-09-13/pdf/2017-19306.pdf,09/13/2017
Airworthiness Directives; Honeywell International Inc. Turboprop and Turboshaft Engines,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Honeywell International Inc. TPE331 turboprop and TSE331 turboshaft engines. This proposed AD was prompted by recent reports of failures of the direct drive fuel control gears and bearings in the hydraulic torque sensor gear assembly, part number (P/N) 3101726-3. This proposed AD would require initial and repetitive engine oil filter sampling and analysis of the affected engines. This proposed AD would also require inspection of hydraulic torque sensor gear assemblies that do not meet oil filter inspection requirements. This proposed AD would further require improved component overhaul procedures that would remove from service, by attrition, certain P/N hydraulic torque sensor gear assemblies. We are proposing this AD to correct the unsafe condition on these products.", 2017-19314,https://www.federalregister.gov/documents/2017/09/13/2017-19314/airworthiness-directives-honeywell-international-inc-turboprop-and-turboshaft-engines,https://www.gpo.gov/fdsys/pkg/FR-2017-09-13/pdf/2017-19314.pdf,09/13/2017
Amendment to Standard for All-Terrain Vehicles; Notice of Proposed Rulemaking,Proposed Rule,Consumer Product Safety Commission,"The Consumer Product Safety Improvement Act of 2008 (CPSIA) required the Consumer Product Safety Commission (CPSC or the Commission) to publish, as a mandatory consumer product safety standard, the American National Standard for Four-Wheel All-Terrain Vehicles Equipment Configuration, and Performance Requirements, developed by the Specialty Vehicle Institute of America (ANSI/SVIA 1- 2007). CPSC published that mandatory consumer product safety standard on November 14, 2008. ANSI/SVIA issued a 2017 edition of its standard in June 2017. In accordance with the CPSIA, CPSC proposes to amend the Commission's mandatory ATV standard to reference the 2017 edition of the ANSI/SVIA standard.", 2017-19341,https://www.federalregister.gov/documents/2017/09/13/2017-19341/amendment-to-standard-for-all-terrain-vehicles-notice-of-proposed-rulemaking,https://www.gpo.gov/fdsys/pkg/FR-2017-09-13/pdf/2017-19341.pdf,09/13/2017
"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption; Extension of Compliance Dates for Subpart E",Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) is proposing to extend, for covered produce other than sprouts, the dates for compliance with the agricultural water provisions in the Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption rule. We are proposing to extend the compliance dates to address questions about the practical implementation of compliance with certain provisions and to consider how we might further reduce the regulatory burden or increase flexibility while continuing to achieve our regulatory objectives, in keeping with the Administration's policies.", 2017-19434,https://www.federalregister.gov/documents/2017/09/13/2017-19434/standards-for-the-growing-harvesting-packing-and-holding-of-produce-for-human-consumption-extension,https://www.gpo.gov/fdsys/pkg/FR-2017-09-13/pdf/2017-19434.pdf,09/13/2017
Reducing Regulation and Controlling Regulatory Costs,Proposed Rule,Homeland Security Department; U.S. Customs and Border Protection,"As part of its implementation of Executive Order 13771, ``Reducing Regulation and Controlling Regulatory Costs,'' issued by the President on January 30, 2017, and Executive Order 13777, ``Enforcing the Regulatory Reform Agenda,'' issued by the President on February 24, 2017, U.S. Customs and Border Protection (CBP) within the Department of Homeland Security (DHS) is seeking comments and information from interested parties to assist CBP in identifying existing regulations, paperwork requirements, and other regulatory obligations that can be modified or repealed, consistent with law, to achieve savings of time and money while continuing to achieve CBP's statutory obligations.", 2017-19167,https://www.federalregister.gov/documents/2017/09/12/2017-19167/reducing-regulation-and-controlling-regulatory-costs,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19167.pdf,09/12/2017
Airworthiness Directives; General Electric Company Turbofan Engines,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for all General Electric Company (GE) CF6-80A, -80A1, -80A2, and -80A3 turbofan engines. This proposed AD was prompted by high cycle fatigue (HCF) cracking of the low-pressure turbine (LPT) stage 3 nozzles. This proposed AD would require replacement of the LPT stage 3 nozzles. We are proposing this AD to address the unsafe condition on these products.", 2017-19250,https://www.federalregister.gov/documents/2017/09/12/2017-19250/airworthiness-directives-general-electric-company-turbofan-engines,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19250.pdf,09/12/2017
"Schedules of Controlled Substances: Temporary Placement of Ortho-Fluorofentanyl, Tetrahydrofuranyl Fentanyl, and Methoxyacetyl Fentanyl Into Schedule I",Proposed Rule,Justice Department; Drug Enforcement Administration,"The Administrator of the Drug Enforcement Administration is issuing this notice of intent to publish a temporary order to schedule the synthetic opioids, N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4- yl)propionamide (ortho-fluorofentanyl or 2-fluorofentanyl), N-(1- phenethylpiperidin-4-yl)-N-phenyltetrahydrofuran-2-carboxamide (tetrahydrofuranyl fentanyl), and 2-methoxy-N-(1-phenethylpiperidin-4- yl)-N-phenylacetamide (methoxyacetyl fentanyl), into Schedule I. This action is based on a finding by the Administrator that the placement of these synthetic opioids into Schedule I of the Controlled Substances Act is necessary to avoid an imminent hazard to the public safety. When it is issued, the temporary scheduling order will impose the administrative, civil, and criminal sanctions and regulatory controls applicable to Schedule I controlled substances under the Controlled Substances Act on the manufacture, distribution, reverse distribution, possession, importation, exportation, research, and conduct of instructional activities, and chemical analysis of these synthetic opioids.", 2017-19283,https://www.federalregister.gov/documents/2017/09/12/2017-19283/schedules-of-controlled-substances-temporary-placement-of-ortho-fluorofentanyl-tetrahydrofuranyl,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19283.pdf,09/12/2017
Examinations of Working Places in Metal and Nonmetal Mines,Proposed Rule,Labor Department; Mine Safety and Health Administration,"The Mine Safety and Health Administration (MSHA) proposes to amend the Agency's final rule on examinations of working places in metal and nonmetal mines that was published in January 2017. The proposed changes would require that an examination of the working place be conducted before work begins or as miners begin work in that place, and that the examination record include descriptions of adverse conditions that are not corrected promptly and the dates of corrective action for these conditions. The proposed rule would provide mine operators additional flexibility in managing their safety and health programs and reduce regulatory burdens without reducing the protections afforded miners.", 2017-19381,https://www.federalregister.gov/documents/2017/09/12/2017-19381/examinations-of-working-places-in-metal-and-nonmetal-mines,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19381.pdf,09/12/2017
Examinations of Working Places in Metal and Nonmetal Mines,Proposed Rule,Labor Department; Mine Safety and Health Administration,"On January 23, 2017, the Mine Safety and Health Administration (MSHA) published a final rule in the Federal Register amending the Agency's standards for the examination of working places in metal and nonmetal mines. MSHA is proposing to delay the effective date of the Agency's final rule to March 2, 2018. This extension would offer additional time for MSHA to provide stakeholders training and compliance assistance.", 2017-19380,https://www.federalregister.gov/documents/2017/09/12/2017-19380/examinations-of-working-places-in-metal-and-nonmetal-mines,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19380.pdf,09/12/2017
"Approval of California Air Plan Revisions, Placer County and Ventura County Air Pollution Control Districts",Proposed Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is proposing to approve revisions to the Placer County Air Pollution Control District (PCAPCD) and Ventura County Air Pollution Control District (VCAPCD) portions of the California State Implementation Plan (SIP). These revisions concern emissions of oxides of nitrogen (NO<INF>X</INF>) from incinerators in the PCAPCD and previously unregulated types of fuel burning equipment in the VCAPCD. We are proposing to approve local rules to regulate these emission sources under the Clean Air Act (CAA or the Act). We are taking comments on this proposal and plan to follow with a final action., 2017-19213,https://www.federalregister.gov/documents/2017/09/12/2017-19213/approval-of-california-air-plan-revisions-placer-county-and-ventura-county-air-pollution-control,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19213.pdf,09/12/2017
Approval and Promulgation of Air Quality Implementation Plans; Delaware; Reasonably Available Control Technology (RACT) State Implementation Plan (SIP) Under the 2008 Ozone National Ambient Air Quality Standard (NAAQS),Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a state implementation plan (SIP) revision submitted by the State of Delaware. This revision pertains to reasonably available control technology (RACT) requirements under the 2008 8-hour ozone national ambient air quality standard (NAAQS). Delaware's submittal for RACT for the 2008 ozone NAAQS includes (1) certification that, for certain categories of sources, RACT controls approved by EPA into Delaware's SIP for previous ozone NAAQS are based on currently available technically and economically feasible controls and continue to represent RACT for 2008 8-hour ozone NAAQS implementation purposes; (2) the adoption of new or more stringent regulations or controls that represent RACT control levels for certain other categories of sources; and (3) a negative declaration that certain categories of sources do not exist in Delaware. This action is being taken under the Clean Air Act (CAA).", 2017-19215,https://www.federalregister.gov/documents/2017/09/12/2017-19215/approval-and-promulgation-of-air-quality-implementation-plans-delaware-reasonably-available-control,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19215.pdf,09/12/2017
Air Plan Approval; ID; 2012 PM2.5,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to find that the Idaho State Implementation Plan (SIP) meets the infrastructure requirements of the Clean Air Act (CAA) for the National Ambient Air Quality Standards (NAAQS) promulgated for the annual particulate matter (PM<INF>2.5</INF>) standard on December 14, 2012. Whenever a new or revised NAAQS is promulgated, the CAA requires states to submit a plan for the implementation, maintenance and enforcement of such NAAQS. The plan is required to address basic program elements, including but not limited to regulatory structure, monitoring, modeling, legal authority, and adequate resources necessary to assure attainment and maintenance of the standards. These elements are referred to as infrastructure requirements. On December 23, 2015, the State of Idaho submitted a certification to the EPA that the Idaho SIP meets the infrastructure requirements for the 2012 PM<INF>2.5</INF> NAAQS.", 2017-19346,https://www.federalregister.gov/documents/2017/09/12/2017-19346/air-plan-approval-id-2012-pm25,https://www.gpo.gov/fdsys/pkg/FR-2017-09-12/pdf/2017-19346.pdf,09/12/2017
Blended Retirement System,Proposed Rule,Federal Retirement Thrift Investment Board,The Federal Retirement Thrift Investment Board (``FRTIB'') is proposing to amend its regulations to implement changes to the uniformed services' retirement system that are mandated by the National Defense Authorization Act for Fiscal Year 2016., 2017-18838,https://www.federalregister.gov/documents/2017/09/11/2017-18838/blended-retirement-system,https://www.gpo.gov/fdsys/pkg/FR-2017-09-11/pdf/2017-18838.pdf,09/11/2017
Securities Transaction Settlement Cycle,Proposed Rule,Treasury Department; Comptroller of the Currency; Federal Deposit Insurance Corporation,"The OCC and the FDIC (``Agencies'') are proposing to shorten the standard settlement cycle for securities purchased or sold by national banks, federal savings associations, and FDIC-supervised institutions. The Agencies' proposal is consistent with an industry- wide transition to a two-business-day settlement cycle, which is designed to reduce settlement exposure and align settlement practices across all market participants.", 2017-19008,https://www.federalregister.gov/documents/2017/09/11/2017-19008/securities-transaction-settlement-cycle,https://www.gpo.gov/fdsys/pkg/FR-2017-09-11/pdf/2017-19008.pdf,09/11/2017
Schedules of Controlled Substances: Temporary Placement of FUB-AMB Into Schedule I,Proposed Rule,Justice Department; Drug Enforcement Administration,"The Administrator of the Drug Enforcement Administration is issuing this notice of intent to publish a temporary order to schedule the synthetic cannabinoid, Methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3- carboxamido)-3-methylbutanoate [FUB-AMB, MMB-FUBINACA, AMB-FUBINACA], into Schedule I. This action is based on a finding by the Administrator that the placement of this synthetic cannabinoid into Schedule I of the Controlled Substances Act is necessary to avoid an imminent hazard to the public safety. When it is issued, the temporary scheduling order will impose the administrative, civil, and criminal sanctions and regulatory controls applicable to Schedule I controlled substances under the Controlled Substances Act on the manufacture, distribution, possession, importation, exportation of, and research and conduct with, instructional activities of this synthetic cannabinoid.", 2017-17639,https://www.federalregister.gov/documents/2017/09/11/2017-17639/schedules-of-controlled-substances-temporary-placement-of-fub-amb-into-schedule-i,https://www.gpo.gov/fdsys/pkg/FR-2017-09-11/pdf/2017-17639.pdf,09/11/2017
Approval and Promulgation of Implementation Plans; Arkansas; Approval of Regional Haze State Implementation Plan Revision and Withdrawal of Federal Implementation Plan for NOX,Proposed Rule,Environmental Protection Agency,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is proposing to approve a proposed revision to the Arkansas Regional Haze State Implementation Plan (SIP) submitted for parallel processing on July 12, 2017, by the State of Arkansas through the Arkansas Department of Environmental Quality (ADEQ). Specifically, the EPA is proposing to approve the State's proposed SIP revision, which addresses nitrogen oxide (NO<INF>X</INF>) requirements for the Arkansas Electric Cooperative Corporation (AECC) Bailey Plant Unit 1; AECC McClellan Plant Unit 1; the American Electric Power/Southwestern Electric Power Company (AEP/ SWEPCO) Flint Creek Plant Boiler No. 1; Entergy Arkansas, Inc. (Entergy) Lake Catherine Plant Unit 4; Entergy White Bluff Plant Units 1 and 2 and the Auxiliary Boiler; and Entergy Independence Plant Units 1 and 2. In conjunction with this proposed approval, we are proposing to withdraw federal implementation plan (FIP) emission limits for NO<INF>X</INF> that would otherwise apply to the nine aforementioned units.", 2017-18661,https://www.federalregister.gov/documents/2017/09/11/2017-18661/approval-and-promulgation-of-implementation-plans-arkansas-approval-of-regional-haze-state,https://www.gpo.gov/fdsys/pkg/FR-2017-09-11/pdf/2017-18661.pdf,09/11/2017
Airworthiness Directives; Airbus Helicopters,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede airworthiness directive (AD) 2015-22- 53 for Airbus Helicopters (Airbus) Model AS350B3 helicopters. AD 2015- 22-53 requires revising the rotorcraft flight manual (RFM) to perform the yaw load compensator check after rotor shut-down and to state that the yaw servo hydraulic switch must be in the ``ON'' position before taking off. Since we issued AD 2015-22-53, Airbus developed a modification of the ACCU TST switch. This proposed AD would retain the requirements of AD 2015-22-53 and require modifying the yaw servo hydraulic switch (collective switch) and replacing the ACCU TST button. The actions of this proposed AD are intended to address an unsafe condition on these products.", 2017-18973,https://www.federalregister.gov/documents/2017/09/08/2017-18973/airworthiness-directives-airbus-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2017-09-08/pdf/2017-18973.pdf,09/08/2017
Airworthiness Directives; Viking Air Limited Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for all Viking Air Limited Models DHC-2 Mk. I, DHC-2 Mk. II, and DHC-2 Mk. III airplanes. This proposed AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI describes the unsafe condition as cracking found in the wing rear spar web at the wing station where the flap outboard hinge is attached. We are issuing this proposed AD to require actions to address the unsafe condition on these products.", 2017-18900,https://www.federalregister.gov/documents/2017/09/08/2017-18900/airworthiness-directives-viking-air-limited-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-09-08/pdf/2017-18900.pdf,09/08/2017
