title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Medicare and Medicaid Programs; Conditions of Participation for Home Health Agencies; Delay of Effective Date,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule delays the effective date for the final rule entitled ``Medicare and Medicaid Programs: Conditions of Participation for Home Health Agencies'' published in the Federal Register on January 13, 2017 (82 FR 4504). The published effective date for the final rule was July 13, 2017, and this rule delays the effective date for an additional 6 months until January 13, 2018. This final rule also includes two conforming changes to dates that are included in the regulations text.", 2017-14347,https://www.federalregister.gov/documents/2017/07/10/2017-14347/medicare-and-medicaid-programs-conditions-of-participation-for-home-health-agencies-delay-of,https://www.gpo.gov/fdsys/pkg/FR-2017-07-10/pdf/2017-14347.pdf,07/10/2017
Energy Conservation Program: Energy Conservation Standards for Walk-In Cooler and Freezer Refrigeration Systems,Rule,Energy Department,"The Energy Policy and Conservation Act of 1975 (``EPCA''), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including walk-in coolers and walk-in freezers. This final rule details a series of energy conservation standards pertaining to certain discrete classes of refrigeration systems used in this equipment. These standards, which are consistent with recommendations presented by a working group that included refrigeration system manufacturers, installers, and energy efficiency advocates, have been determined to result in the significant conservation of energy and achieve the maximum improvement in energy efficiency that is technologically feasible and economically justified.", 2017-14079,https://www.federalregister.gov/documents/2017/07/10/2017-14079/energy-conservation-program-energy-conservation-standards-for-walk-in-cooler-and-freezer,https://www.gpo.gov/fdsys/pkg/FR-2017-07-10/pdf/2017-14079.pdf,07/10/2017
List of Approved Spent Fuel Storage Casks: EnergySolutionsTM,Rule,Nuclear Regulatory Commission,"The U.S. Nuclear Regulatory Commission (NRC) is amending its spent fuel storage regulations by revising the EnergySolutions<SUP>TM</SUP> Corporation's (EnergySolutions or the applicant) VSC-24 Ventilated Storage Cask System listing within the ``List of Approved Spent Fuel Storage Casks'' to renew, for an additional 40 years, the initial certificate and Amendment Nos. 1-6 of Certificate of Compliance (CoC) No. 1007. The renewal of the initial certificate and Amendment Nos. 1-6 requires cask users to establish, implement, and maintain written procedures for aging management program (AMP) elements, including a lead cask inspection program, for VSC-24 Storage Cask structures, systems, and components (SSC) important to safety. Users must also conduct periodic ``tollgate'' assessments of new information on SSC aging effects and mechanisms to determine whether any element of an AMP addressing these effects and mechanisms requires revision to encompass the current state of knowledge. In addition, the renewal of the initial certificate and Amendment Nos. 1-6 makes several other changes, described in Section IV, ``Discussion of Changes,'' in the SUPPLEMENTARY INFORMATION section of this document.", 2017-14292,https://www.federalregister.gov/documents/2017/07/07/2017-14292/list-of-approved-spent-fuel-storage-casks-energysolutionstm,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14292.pdf,07/07/2017
2017 Revisions to the Civil Penalty Inflation Adjustment Tables; Correction,Rule,Transportation Department; Federal Aviation Administration,"The FAA is correcting a final rule published on April 10, 2017. In that rule, the FAA amended its regulations to provide the 2017 inflation adjustment to civil penalty amounts that may be imposed for violations of FAA regulations and the Hazardous Materials Regulations, as required by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015. It also finalized the catch-up inflation adjustment interim final rule required by the same Act. The FAA inadvertently stated the effective date for the new maximums/minimums was January 15, 2017, instead of April 10, 2017. This document amends the FAA's regulations to correct that error.", 2017-14223,https://www.federalregister.gov/documents/2017/07/07/2017-14223/2017-revisions-to-the-civil-penalty-inflation-adjustment-tables-correction,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14223.pdf,07/07/2017
"Amendment of Class E Airspace; Arcata, CA; Fortuna, CA; and Establishment of Class E Airspace; Arcata, CA, and Eureka, CA",Rule,Transportation Department; Federal Aviation Administration,"This action modifies Class E surface area airspace, modifies Class E airspace extending upward from 700 feet, and establishes Class E airspace designated as an extension at Arcata Airport, Arcata, CA. The action also modifies Class E airspace extending upward from 700 feet at Rohnerville Airport, Fortuna, CA, and establishes stand-alone Class E airspace extending upward from 700 feet at Murray Field Airport, Eureka, CA, to accommodate airspace redesign for the safety and management of Instrument Flight Rules (IFR) operations within the National Airspace System. Additionally, this action updates the geographic coordinates of these airports.", 2017-14219,https://www.federalregister.gov/documents/2017/07/07/2017-14219/amendment-of-class-e-airspace-arcata-ca-fortuna-ca-and-establishment-of-class-e-airspace-arcata-ca,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14219.pdf,07/07/2017
Revisions to the Export Administration Regulations Based on the 2016 Missile Technology Control Regime Plenary Agreements,Rule,Commerce Department; Industry and Security Bureau,"The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) to reflect changes to the Missile Technology Control Regime (MTCR) Annex that were agreed to by MTCR member countries at the October 2016 Plenary in Busan, South Korea, and the March 2016 Technical Experts Meeting (TEM) in Luxembourg City, Luxembourg. This final rule revises thirteen Export Control Classification Numbers (ECCNs), adds one ECCN, revises two EAR defined terms (including making other EAR conforming changes for the use of these two terms) and makes conforming EAR changes where needed to implement the changes that were agreed to at the meetings and to better align the missile technology (MT) controls on the Commerce Control List (CCL) with the MTCR Annex.", 2017-14312,https://www.federalregister.gov/documents/2017/07/07/2017-14312/revisions-to-the-export-administration-regulations-based-on-the-2016-missile-technology-control,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14312.pdf,07/07/2017
[Regattas and Marine Parades; Great Lakes Annual Marine Events,Rule,Homeland Security Department; Coast Guard,"The Coast Guard will enforce various special local regulations for annual regattas and marine parades in the Captain of the Port Detroit zone. Enforcement of these regulations is necessary and intended to ensure safety of life on the navigable waters immediately prior to, during, and after these regattas or marine parades. During the aforementioned period, the Coast Guard will enforce restrictions upon, and control movement of, vessels in a specified area immediately prior to, during, and after regattas or marine parades.", 2017-14269,https://www.federalregister.gov/documents/2017/07/07/2017-14269/regattas-and-marine-parades-great-lakes-annual-marine-events,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14269.pdf,07/07/2017
"Safety Zone; Lake Michigan, Whiting, Indiana",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone on Lake Michigan, near Whiting, Indiana. This action is necessary and intended to ensure safety of life on the navigable waters of the United States immediately prior to, during, and after a high speed competition involving personal water craft. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port Lake Michigan.", 2017-14304,https://www.federalregister.gov/documents/2017/07/07/2017-14304/safety-zone-lake-michigan-whiting-indiana,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14304.pdf,07/07/2017
"Safety Zone; Oswego Harborfest 2017 Breakwall and Barge Fireworks Display; Oswego Harbor, Oswego, NY",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone on Oswego Harbor, Oswego, NY. This safety zone is intended to restrict vessels from a portion of the Oswego Harbor during the Oswego Harborfest 2017 Breakwall and Barge Fireworks Display. This temporary safety zone is necessary to protect mariners and vessels from the navigational hazards associated with a fireworks display.", 2017-14258,https://www.federalregister.gov/documents/2017/07/07/2017-14258/safety-zone-oswego-harborfest-2017-breakwall-and-barge-fireworks-display-oswego-harbor-oswego-ny,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14258.pdf,07/07/2017
Safety Zone; Annual Event in the Captain of the Port Buffalo Zone-Brewerton Fireworks,Rule,Homeland Security Department; Coast Guard,"The Coast Guard will enforce a safety zone for the Brewerton Fireworks, Oneida Lake, Brewerton, NY. This action is necessary and intended for the safety of life and property on navigable waters during this event. During the enforcement period, no person or vessel may enter the respective safety zone without the permission of the Captain of the Port Buffalo.", 2017-14307,https://www.federalregister.gov/documents/2017/07/07/2017-14307/safety-zone-annual-event-in-the-captain-of-the-port-buffalo-zone-brewerton-fireworks,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14307.pdf,07/07/2017
"Safety Zone; Port Huron Blue Water Fest Fireworks, St. Clair River, Port Huron, MI",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone for navigable waters within a 420-foot radius of a portion of the St. Clair River, Port Huron, MI. This zone is necessary to protect spectators and vessels from potential hazards associated with the Port Huron Blue Water Fest Fireworks. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port Detroit.", 2017-14303,https://www.federalregister.gov/documents/2017/07/07/2017-14303/safety-zone-port-huron-blue-water-fest-fireworks-st-clair-river-port-huron-mi,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14303.pdf,07/07/2017
"Approval of California Air Plan Revisions, Antelope Valley Air Quality Management District",Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is taking final action to approve a revision to the Antelope Valley Air Quality Management District (AVAQMD or ``District'') portion of the California State Implementation Plan (SIP). This revision concerns emissions of volatile organic compounds (VOCs) and oxides of nitrogen (NO<INF>X</INF>) from passenger vehicles. We are approving a local rule that encourages the use of rideshare alternatives as a means of travelling to worksites in the District., 2017-14203,https://www.federalregister.gov/documents/2017/07/07/2017-14203/approval-of-california-air-plan-revisions-antelope-valley-air-quality-management-district,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14203.pdf,07/07/2017
"Air Plan Approval; Wisconsin; Site-Specific Sulfur Dioxide Requirements for USG Interiors, LLC",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving, under the Clean Air Act (CAA), a State Implementation Plan (SIP) revision submitted by Wisconsin on January 31, 2017, and supplemented on March 20, 2017. This SIP submittal consists of Wisconsin Administrative Order AM-16-01, which imposes a requirement for a taller cupola exhaust stack, a sulfur dioxide (SO<INF>2</INF>) emission limit in conjunction with a minimum cupola stack flue gas flow rate, and associated requirements on the mineral wool production process at the USG Interiors LLC facility located in Walworth, Wisconsin (USG-Walworth). Wisconsin submitted this SIP revision to enable the area near USG- Walworth to qualify for being designated ``attainment'' of the 2010 primary SO<INF>2</INF> National Ambient Air Quality Standards (NAAQS), a matter that will be addressed in a separate future rulemaking. EPA is approving AM-16-01 into the Wisconsin SIP, which makes the AM-16-01 requirements federally enforceable.", 2017-14212,https://www.federalregister.gov/documents/2017/07/07/2017-14212/air-plan-approval-wisconsin-site-specific-sulfur-dioxide-requirements-for-usg-interiors-llc,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14212.pdf,07/07/2017
Air Plan Approval; TN: Non-Interference Demonstration for Federal Low-Reid Vapor Pressure Requirement in Shelby County,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving a noninterference demonstration that evaluates whether the change for the Federal Reid Vapor Pressure (RVP) requirements in Shelby County (hereinafter referred to as the ``Area'') would interfere with the Area's ability to meet the requirements of the Clean Air Act (CAA or Act). Tennessee submitted through the Tennessee Department of Environment and Conservation (TDEC), on April 12, 2017, a noninterference demonstration on behalf of the Shelby County Health Department requesting that EPA change the RVP requirements for Shelby County. Specifically, Tennessee's noninterference demonstration concludes that relaxing the federal RVP requirement from 7.8 pounds per square inch (psi) to 9.0 psi for gasoline sold between June 1 and September 15 of each year in Shelby County would not interfere with attainment or maintenance of the national ambient air quality standards (NAAQS or standards) or with any other CAA requirement.", 2017-14202,https://www.federalregister.gov/documents/2017/07/07/2017-14202/air-plan-approval-tn-non-interference-demonstration-for-federal-low-reid-vapor-pressure-requirement,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14202.pdf,07/07/2017
Approval and Promulgation of Air Quality Implementation Plans; Pennsylvania; Volatile Organic Compound Reasonably Available Control Technology for 1997 Ozone Standard,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is taking direct final action to approve revisions to the Commonwealth of Pennsylvania state implementation plan (SIP). This SIP revision pertains to the requirements for reasonably available control technology (RACT) controls for certain sources of volatile organic compounds (VOCs) under the 1997 ozone national ambient air quality standard (NAAQS). This SIP revision includes Pennsylvania's certification that previously adopted RACT controls in Pennsylvania's SIP that were approved by EPA under the 1-hour ozone NAAQS are based on the currently available technically and economically feasible controls, and that they continue to represent RACT for the 1997 ozone NAAQS and a negative declaration that certain categories of sources do not exist in Pennsylvania. This SIP revision does not address Pennsylvania's May 2016 VOC and nitrogen oxides (NO<INF>X</INF>) RACT rule, ``Additional RACT Requirements for Major Sources of NO<INF>X</INF> and VOCs,'' also known as RACT II. EPA will take separate action on RACT II. EPA is approving these revisions addressing VOC RACT for the 1997 ozone NAAQS in accordance with the requirements of the Clean Air Act (CAA).", 2017-14204,https://www.federalregister.gov/documents/2017/07/07/2017-14204/approval-and-promulgation-of-air-quality-implementation-plans-pennsylvania-volatile-organic-compound,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14204.pdf,07/07/2017
Flonicamid; Pesticide Tolerances,Rule,Environmental Protection Agency,"This regulation establishes tolerances for residues of flonicamid in or on multiple commodities which are identified and discussed later in this document. Interregional Research Project Number 4 (IR-4) requested these tolerances under the Federal Food, Drug, and Cosmetic Act (FFDCA).", 2017-14339,https://www.federalregister.gov/documents/2017/07/07/2017-14339/flonicamid-pesticide-tolerances,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14339.pdf,07/07/2017
Prosulfuron; Pesticide Tolerances,Rule,Environmental Protection Agency,"This regulation establishes tolerances for residues of prosulfuron in or on grain, cereal, forage, fodder, and straw, group 16, stover; grain, cereal, forage, fodder, and straw, group 16, forage; grain, cereal, forage, fodder, and straw, group 16, hay; grain, cereal, forage, fodder, and straw, group 16, straw; and grain, cereal, group 15. Syngenta Crop Protection, LLC requested these tolerances under the Federal Food, Drug, and Cosmetic Act (FFDCA).", 2017-14315,https://www.federalregister.gov/documents/2017/07/07/2017-14315/prosulfuron-pesticide-tolerances,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14315.pdf,07/07/2017
Competitive Passenger Rail Service Pilot Program,Rule,Transportation Department; Federal Railroad Administration,This final rule implements a pilot program for competitive selection of eligible petitioners in lieu of Amtrak to operate not more than three long-distance routes operated by Amtrak. The final rule is required by statute., 2017-14355,https://www.federalregister.gov/documents/2017/07/07/2017-14355/competitive-passenger-rail-service-pilot-program,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14355.pdf,07/07/2017
"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; 2017 Accountability Measure-Based Closures for Commercial and Recreational Species in the U.S. Caribbean off Puerto Rico",Rule,Commerce Department; National Oceanic and Atmospheric Administration,"Through this temporary rule, NMFS implements accountability measures (AMs) for species and species groups in the exclusive economic zone (EEZ) of the U.S. Caribbean off Puerto Rico (Puerto Rico management area) for the 2017 fishing year. NMFS has determined that annual catch limits (ACLs) in the Puerto Rico management area were exceeded for spiny lobster; the commercial sectors of triggerfish and filefish (combined), and Snapper Unit 2; and the recreational sectors of triggerfish and filefish (combined), and jacks, based on average landings during the 2013-2015 fishing years. This temporary rule reduces the lengths of the 2017 fishing seasons for these species and species groups by the amounts necessary to ensure, to the extent practicable, that landings do not exceed the applicable ACLs in 2017. NMFS closes the applicable sectors for these species and species groups beginning on the dates specified in the DATES section and continuing until October 1, 2017. These AMs are necessary to protect the Caribbean reef fish and spiny lobster resources in the Puerto Rico management area.", 2017-14293,https://www.federalregister.gov/documents/2017/07/07/2017-14293/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-2017-accountability-measure-based,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14293.pdf,07/07/2017
Fisheries of the Northeastern United States; Recreational Management Measures for the Summer Flounder and Scup Fisheries; Fishing Year 2017,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"In this rule, NMFS implements management measures for the 2017 summer flounder and scup recreational fisheries. The implementing regulations for these fisheries require NMFS to publish recreational measures for the fishing year. The intent of these measures is to constrain recreational catch to established limits and prevent overfishing of the summer flounder and scup resources.", 2017-14280,https://www.federalregister.gov/documents/2017/07/07/2017-14280/fisheries-of-the-northeastern-united-states-recreational-management-measures-for-the-summer-flounder,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14280.pdf,07/07/2017
Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2017-2018 Biennial Specifications and Management Measures; Inseason Adjustments,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"This final rule announces inseason changes to management measures in the Pacific Coast groundfish fisheries. This action, which is authorized by the Pacific Coast Groundfish Fishery Management Plan (PCGFMP), is intended to allow fisheries to access more abundant groundfish stocks while protecting overfished and depleted stocks.", 2017-14313,https://www.federalregister.gov/documents/2017/07/07/2017-14313/magnuson-stevens-act-provisions-fisheries-off-west-coast-states-pacific-coast-groundfish-fishery,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-14313.pdf,07/07/2017
"Elementary and Secondary Education Act of 1965, as Amended by the Every Student Succeeds Act-Accountability and State Plans",Rule,Education Department,"Under the Congressional Review Act, Congress has passed, and the President has signed, a resolution of disapproval of the accountability and State plans final regulations that were published on November 29, 2016. Because the resolution of disapproval invalidates these final regulations, the Department of Education (Department) is hereby removing these final regulations from the Code of Federal Regulations.", 2017-12126,https://www.federalregister.gov/documents/2017/07/07/2017-12126/elementary-and-secondary-education-act-of-1965-as-amended-by-the-every-student-succeeds,https://www.gpo.gov/fdsys/pkg/FR-2017-07-07/pdf/2017-12126.pdf,07/07/2017
National Organic Program (NOP); Sunset 2017 Amendments to the National List,Rule,Agriculture Department; Agricultural Marketing Service,"This final rule amends the National List of Allowed and Prohibited Substances (National List) within the U.S. Department of Agriculture's (USDA) organic regulations, to prohibit the use of 8 substances in organic production and handling after June 27, 2017: Lignin sulfonate (for use as a floating agent); furosemide; magnesium carbonate; and the nonorganic forms of chia, dillweed oil, frozen galangal, frozen lemongrass, and chipotle chile peppers. This action also renews 3 substances on the National List to continue to allow nonorganic forms of inulin-oligofructose enriched, Turkish bay leaves, and whey protein concentrate in organic products. This action addresses eleven recommendations submitted to the Secretary of Agriculture (Secretary) by the National Organic Standards Board (NOSB) following its October 2015 meeting. These recommendations pertain to the NOSB's 2017 sunset review of a portion of the substances on the National List.", 2017-14006,https://www.federalregister.gov/documents/2017/07/06/2017-14006/national-organic-program-nop-sunset-2017-amendments-to-the-national-list,https://www.gpo.gov/fdsys/pkg/FR-2017-07-06/pdf/2017-14006.pdf,07/06/2017
Sweet Onions Grown in the Walla Walla Valley of Southeast Washington and Northeast Oregon; Decreased Assessment Rate,Rule,Agriculture Department; Agricultural Marketing Service,"The Department of Agriculture is adopting, as a final rule, without change, an interim rule that implemented a recommendation from the Walla Walla Sweet Onion Marketing Committee (Committee) to decrease the assessment rate established for the 2017 and subsequent fiscal periods from $0.22 to $0.10 per 50-pound bag or equivalent of sweet onions handled. The Committee locally administers the marketing order and is comprised of producers and handlers of sweet onions operating within the area of production along with one public member. The interim rule was necessary to allow the Committee to reduce its financial reserve while still providing adequate funding to meet program expenses.", 2017-14177,https://www.federalregister.gov/documents/2017/07/06/2017-14177/sweet-onions-grown-in-the-walla-walla-valley-of-southeast-washington-and-northeast-oregon-decreased,https://www.gpo.gov/fdsys/pkg/FR-2017-07-06/pdf/2017-14177.pdf,07/06/2017
