title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Revisions to Rules Regarding the Evaluation of Medical Evidence,Proposed Rule,Social Security Administration,"We are proposing several revisions to our medical evidence rules. The proposals include redefining several key terms related to evidence, revising our list of acceptable medical sources (AMS), revising how we consider and articulate our consideration of medical opinions and prior administrative medical findings, revising who can be a medical consultant (MC) and psychological consultant (PC), revising our rules about treating sources, and reorganizing our evidence regulations for ease of use. These proposed revisions would conform our rules with the requirements of the Bipartisan Budget Act of 2015 (BBA), reflect changes in the national healthcare workforce and in the manner that individuals receive primary medical care, simplify and reorganize our rules to make them easier to understand and apply, allow us to continue to make accurate and consistent decisions, and emphasize the need for objective medical evidence in disability and blindness claims.", 2016-21358,https://www.federalregister.gov/documents/2016/09/09/2016-21358/revisions-to-rules-regarding-the-evaluation-of-medical-evidence,https://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21358.pdf,09/09/2016
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain The Boeing Company Model 737-300, -400, and -500 series airplanes. This proposed AD was prompted by reports of cracks in horizontal stabilizer lower skins. This proposed AD would require repetitive inspections for cracking of the horizontal stabilizer lower skin, and corrective actions if necessary. This proposed AD also provides actions that would terminate certain repetitive inspections. We are proposing this AD to detect and correct cracks in horizontal stabilizer lower skins resulting in reduced local stiffness of the horizontal stabilizer, which can cause heavy vibration leading to loss of structural integrity of the horizontal stabilizer.", 2016-21148,https://www.federalregister.gov/documents/2016/09/08/2016-21148/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21148.pdf,09/08/2016
"Airworthiness Directives; Saab AB, Saab Aeronautics (Formerly Known as Saab AB, Saab Aerosystems) Airplanes",Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Saab AB, Saab Aeronautics Model SAAB 2000 airplanes. This proposed AD was prompted by an occurrence that was reported of rudder pedal restriction on a SAAB Model 2000 airplane with the large potable water system (LPWS) installed, equipped with in-line heaters. This proposed AD would require installation of shrinkable tubes on the water piping of the basic potable water system (BPWS). We are proposing this AD to prevent water spray in case of a failed pipe or coupling during water filling on the ground. This condition, if not corrected, could freeze parts of the flight control system possibly resulting in reduced control of the airplane.", 2016-21165,https://www.federalregister.gov/documents/2016/09/08/2016-21165/airworthiness-directives-saab-ab-saab-aeronautics-formerly-known-as-saab-ab-saab-aerosystems,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21165.pdf,09/08/2016
Airworthiness Directives; Airbus Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Airbus Model A300 B4-600R series airplanes, Model A300 C4-605R Variant F airplanes, and Model A300 F4-600R series airplanes. This proposed AD was prompted by the results of a full stress analysis of the lower area of a certain frame that revealed a crack could occur in the forward fitting lower radius of a certain frame after a certain number of flight cycles. This proposed AD would require an inspection of the lower area of a certain frame radius for cracking, and corrective action if necessary. We are proposing this AD to detect and correct cracking in the forward fitting lower radius of a certain frame. Such cracking could reduce the structural integrity of the fuselage.", 2016-21166,https://www.federalregister.gov/documents/2016/09/08/2016-21166/airworthiness-directives-airbus-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21166.pdf,09/08/2016
Airworthiness Directives; Fokker Services B.V.,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD), for certain Fokker Services B.V. Model F28 Mark 0100 airplanes. This proposed AD was prompted by an analysis which determined that, for certain areas of the fuselage, the current threshold of an Airworthiness Limitations Section inspection is insufficient to detect early crack development. This proposed AD would require one time high and low frequency eddy current inspections of the affected fuselage skin for cracks and repair if necessary. We are proposing this AD to detect and correct cracks in the fuselage skin; such cracking could result in reduced structural integrity of the fuselage.", 2016-21151,https://www.federalregister.gov/documents/2016/09/08/2016-21151/airworthiness-directives-fokker-services-bv,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21151.pdf,09/08/2016
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for all The Boeing Company Model 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200C, 747-200F, 747-300, 747-400, 747-400D, 747-400F, 747SR, and 747SP series airplanes. This proposed AD was prompted by a report of incidents involving fatigue cracking in transport category airplanes that are approaching or have exceeded their design service objective and a structural reevaluation by the manufacturer that identified additional structural elements that qualify as structural significant items (SSIs). This proposed AD would require revising the maintenance or inspection program, as applicable, to include inspections that will give no less than the required damage tolerance rating (DTR) for certain SSIs, and repairing any cracked structure. This proposed AD would also require inspections to detect cracks of all SSI structure, and repair if necessary. We are proposing this AD to ensure the continued structural integrity of all The Boeing Company Model 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200C, 747-200F, 747-300, 747-400, 747-400D, 747-400F, 747SR, and 747SP series airplanes.", 2016-21147,https://www.federalregister.gov/documents/2016/09/08/2016-21147/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21147.pdf,09/08/2016
Airworthiness Directives; Airbus Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain Airbus Model A318, A319, A320, and A321 series airplanes. This proposed AD was prompted by an evaluation by the design approval holder (DAH) which indicates that the main landing gear (MLG) does not comply with certification specifications, which could result in a locking failure of the MLG side stay. This proposed AD would require modification or replacement of certain MLG side stay assemblies. We are proposing this AD to prevent possible collapse of the MLG during takeoff and landing.", 2016-21282,https://www.federalregister.gov/documents/2016/09/08/2016-21282/airworthiness-directives-airbus-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21282.pdf,09/08/2016
Airworthiness Directives; Various Aircraft Equipped With BRP-Powertrain GmbH & Co KG 912 A Series Engine,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for various aircraft equipped with a BRP-Powertrain GmbH & Co KG (formerly Rotax Aircraft Engines) 912 A series engine. This proposed AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI describes the unsafe condition as a manufacturing defect found in certain carburetor floats. We are issuing this proposed AD to prevent the fuel supply to the affected cylinder from becoming reduced or blocked, which could cause an in-flight engine shutdown and result in a forced landing and damage to the airplane or injury to the occupants.", 2016-21052,https://www.federalregister.gov/documents/2016/09/08/2016-21052/airworthiness-directives-various-aircraft-equipped-with-brp-powertrain-gmbh-and-co-kg-912-a-series,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21052.pdf,09/08/2016
"Proposed Amendment of Class E Airspace; Mapleton, IA",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace extending upward from 700 feet above the surface at James G. Whiting Memorial Field Airport, Mapleton, IA. Decommissioning of the Mapleton non- directional radio beacon (NDB), cancellation of NDB approaches, and implementation of area navigation (RNAV) procedures have made this action necessary for the safety and management of Instrument Flight Rules (IFR) operations at the airport.", 2016-21027,https://www.federalregister.gov/documents/2016/09/08/2016-21027/proposed-amendment-of-class-e-airspace-mapleton-ia,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21027.pdf,09/08/2016
"Proposed Amendment of Class D and E Airspace for the Following Texas Towns; Georgetown, TX; Corpus Christi, TX; Dallas/Fort Worth, TX; Gainesville, TX; Graford, TX; Hebbronville, TX; and Jasper, TX",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class D airspace at Georgetown Municipal Airport, Georgetown, TX, and modify Class E airspace extending upward from 700 feet above the surface at Rockport Aransas County Airport, Corpus Christi, TX; Lancaster Airport, Dallas/Fort Worth, TX; Gainesville Municipal Airport, Gainesville, TX; Georgetown Municipal Airport, Georgetown, TX; (Hebbronville, TX) O.S. Wyatt Airport, Realitos, TX; and Jasper County-Bell Field, Jasper, TX. Decommissioning of non-directional radio beacons (NDBs), cancellation of NDB approaches, and implementation of area navigation (RNAV) procedures have made this action necessary for the safety and management of Instrument Flight Rules (IFR) operations at these airports. Additionally, the geographic coordinates at Corpus Christi International Airport; the Corpus Christi VORTAC; Aransas County Airport, Rockport, TX; Nueces County Airport, Robstown, TX; Dallas/Fort Worth International Airport, Dallas/Fort Worth, TX; McKinney National Airport, McKinney, TX; Lancaster Airport; Bourland Field Airport, Fort Worth, TX; and Jasper County-Bell Field would be adjusted to coincide with the FAA's aeronautical database. Also, the names of McCampbell- Porter Airport (formerly T.P. McCampbell Airport); McKinney National Airport (formerly Collin County Regional Airport); and Ralph M. Hall/ Rockwall Municipal Airport (formerly Rockwall Municipal Airport) would be updated to coincide with the FAA's aeronautical database.", 2016-21028,https://www.federalregister.gov/documents/2016/09/08/2016-21028/proposed-amendment-of-class-d-and-e-airspace-for-the-following-texas-towns-georgetown-tx-corpus,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21028.pdf,09/08/2016
"Proposed Amendment of Class E Airspace for the Following Wisconsin Towns; Land O' Lakes, WI; Manitowish Waters, WI; Merrill, WI; Oconto, WI; Phillips, WI; Platteville, WI; Solon Springs, WI; Superior, WI; and West Bend, WI",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace extending upward from 700 feet above the surface at Kings Land O' Lakes Airport, Land O' Lakes, WI; Manitowish Waters Airport, Manitowish Waters, WI; Merrill Municipal Airport, Merrill, WI; Oconto-J. Douglas Bake Municipal Airport, Oconto, WI; Price County Airport, Phillips, WI; Platteville Municipal Airport, Platteville, WI; Solon Springs Municipal Airport, Solon Springs, WI; Richard I. Bong Airport, Superior, WI; and West Bend Municipal Airport, West Bend, WI. Decommissioning of non- directional radio beacons (NDBs), cancellation of NDB approaches, and implementation of area navigation (RNAV) procedures have made this action necessary for the safety and management of Instrument Flight Rules (IFR) operations at these airports. Additionally, the geographic coordinates for Kings Land O' Lakes Airport; Manitowish Waters Airport; Oconto-J. Douglas Bake Municipal Airport; and Solon Springs Municipal Airport would be adjusted to coincide with the FAA's aeronautical database. The name of Oconto-J. Douglas Bake Municipal Airport (formerly Oconto Municipal Airport) also would be updated.", 2016-21030,https://www.federalregister.gov/documents/2016/09/08/2016-21030/proposed-amendment-of-class-e-airspace-for-the-following-wisconsin-towns-land-o-lakes-wi-manitowish,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21030.pdf,09/08/2016
Proposed Revisions to Wine Labeling and Recordkeeping Requirements; Comment Period Reopening,Proposed Rule,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,"The Alcohol and Tobacco Tax and Trade Bureau (TTB) is reopening the comment period for Notice No. 160, Proposed Revisions to Wine Labeling and Recordkeeping Requirements, a notice of proposed rulemaking published in the Federal Register on June 22, 2016. In Notice No. 160, TTB proposed to amend its labeling and recordkeeping regulations in 27 CFR part 24 to provide that any standard grape wine containing 7 percent or more alcohol by volume that is covered by a certificate of exemption from label approval may be labeled with a varietal (grape type) designation, a type designation of varietal significance, a vintage date, or an appellation of origin only if the wine is labeled in compliance with the standards set forth in the appropriate sections of 27 CFR part 4 for that label information. TTB also proposed to amend its part 4 wine labeling regulations to include a reference to the new part 24 requirement. TTB is reopening the comment period in response to requests from two wine industry trade associations. In addition, this reopening of the comment period solicits comments from the public on issues that were raised in comments received in response to Notice No. 160.", 2016-21522,https://www.federalregister.gov/documents/2016/09/08/2016-21522/proposed-revisions-to-wine-labeling-and-recordkeeping-requirements-comment-period-reopening,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21522.pdf,09/08/2016
Proposed Establishment of the Cape May Peninsula Viticultural Area,Proposed Rule,Treasury Department; Alcohol and Tobacco Tax and Trade Bureau,"The Alcohol and Tobacco Tax and Trade Bureau (TTB) proposes to establish the 126,635-acre ``Cape May Peninsula'' viticultural area in Cape May and Cumberland Counties, New Jersey. The proposed viticultural area lies entirely within the Outer Coastal Plain viticultural area. TTB designates viticultural areas to allow vintners to better describe the origin of their wines and to allow consumers to better identify wines they may purchase. TTB invites comments on this proposed addition to its regulations.", 2016-21586,https://www.federalregister.gov/documents/2016/09/08/2016-21586/proposed-establishment-of-the-cape-may-peninsula-viticultural-area,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21586.pdf,09/08/2016
Fall Protection in Shipyard Employment,Proposed Rule,Labor Department; Occupational Safety and Health Administration,"OSHA is considering revising and updating its safety standards that address access and egress (including stairways and ladders), fall and falling object protection, and scaffolds in shipbuilding, ship repair, shipbreaking, and other shipyard related employment (collectively referred to as ``shipyard employment'' in this document). The Agency has not updated these standards since adopting them in 1971. To assist with this determination, OSHA requests comment, information and data on a number of issues, including: The workplace hazards these standards address, particularly fall hazards; the current practices employers in shipyard employment use to protect workers from those hazards; any advances in technology since OSHA adopted the standards in subpart E; and the revisions and updates to subpart E that stakeholders recommend. OSHA will use the information received in response to this RFI to determine what action, if any, it may take.", 2016-21369,https://www.federalregister.gov/documents/2016/09/08/2016-21369/fall-protection-in-shipyard-employment,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21369.pdf,09/08/2016
Approval of Missouri's Air Quality Implementation Plans; Open Burning Requirements,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the State Implementation Plan (SIP) for the State of Missouri related to open burning. On November 24, 2009, the Missouri Department of Natural Resources (MDNR) requested to amend the SIP to replace four area specific open burning rules into one rule that is area specific and applicable state-wide. These revisions to Missouri's SIP do not have an adverse effect on air quality as demonstrated in the technical support document (TSD) which is a part of this docket. EPA's proposd approval of these SIP revisions is being done in accordance with the requirements of the Clean Air Act (CAA).", 2016-21467,https://www.federalregister.gov/documents/2016/09/08/2016-21467/approval-of-missouris-air-quality-implementation-plans-open-burning-requirements,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21467.pdf,09/08/2016
"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Reef Fish Fishery of the Gulf of Mexico; Red Snapper Management Measures",Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS proposes to implement management measures described in Amendment 45 to the Fishery Management Plan for the Reef Fish Resources of the Gulf of Mexico (FMP), as prepared by the Gulf of Mexico Fishery Management Council (Council) (Amendment 45). This proposed rule would extend the 3-year sunset provision for the Gulf of Mexico (Gulf) red snapper recreational sector separation measures for an additional 5 years. Additionally, this rule would correct an error in the Gulf red snapper recreational accountability measures (AMs). The purpose of this proposed rule is to extend the sector separation measures to allow the Council more time to consider and possibly develop alternative management strategies within the Gulf red snapper recreational sector.", 2016-21620,https://www.federalregister.gov/documents/2016/09/08/2016-21620/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-21620.pdf,09/08/2016
Intercountry Adoptions,Proposed Rule,State Department,"The Department of State (the Department) proposes to amend requirements for accreditation of agencies and approval of persons to provide adoption services in intercountry adoption cases. The proposed rule includes a new subpart establishing parameters for U.S. accrediting entities to authorize adoption service providers who have received accreditation or approval to provide adoption services in countries designated by the Secretary, which will be known as ``country-specific authorization'' (CSA). Adoption service providers will only be permitted to act as primary providers in a CSA-designated country if they have received CSA for that particular country. The proposed rule also strengthens certain standards for accreditation and approval, including those related to fees and the use of foreign providers. In addition, the proposed rule enhances standards related to preparation of prospective adoptive parents so that they receive more training related to the most common challenges faced by adoptive families, and are better prepared for the needs of the specific child they are adopting. These proposed changes are intended to align the preparation of prospective adoptive parents with the current demographics of children immigrating to the United States through intercountry adoption. Finally, the proposed rule makes the mechanism to submit complaints about adoption service providers available to complainants even if they have not first addressed their complaint directly with the adoption service provider.", 2016-20968,https://www.federalregister.gov/documents/2016/09/08/2016-20968/intercountry-adoptions,https://www.gpo.gov/fdsys/pkg/FR-2016-09-08/pdf/2016-20968.pdf,09/08/2016
Privacy Act Regulations,Proposed Rule,Council of the Inspectors General on Integrity and Efficiency,"The Council of the Inspectors General on Integrity and Efficiency (CIGIE) is issuing this proposed rule to establish its procedures relating to access, maintenance, disclosure, and amendment of records that are in a CIGIE system of records under the Privacy Act of 1974 (Privacy Act). The proposed rule also establishes rules of conduct for CIGIE personnel who have responsibilities under the Privacy Act.", 2016-21473,https://www.federalregister.gov/documents/2016/09/07/2016-21473/privacy-act-regulations,https://www.gpo.gov/fdsys/pkg/FR-2016-09-07/pdf/2016-21473.pdf,09/07/2016
Standards for Safeguarding Customer Information,Proposed Rule,Federal Trade Commission,The Federal Trade Commission (``FTC'' or ``Commission'') requests public comment on its Standards for Safeguarding Customer Information (``Safeguards Rule'' or ``Rule''). The Commission is soliciting comment as part of the FTC's systematic review of all current Commission regulations and guides., 2016-21231,https://www.federalregister.gov/documents/2016/09/07/2016-21231/standards-for-safeguarding-customer-information,https://www.gpo.gov/fdsys/pkg/FR-2016-09-07/pdf/2016-21231.pdf,09/07/2016
Schedules of Controlled Substances: Temporary Placement of U-47700 Into Schedule I,Proposed Rule,Justice Department; Drug Enforcement Administration,"The Administrator of the Drug Enforcement Administration is issuing this notice of intent to temporarily schedule the synthetic opioid, 3,4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide (also known as U-47700), into schedule I pursuant to the temporary scheduling provisions of the Controlled Substances Act. This action is based on a finding by the Administrator that the placement of this synthetic opioid into schedule I of the Controlled Substances Act is necessary to avoid an imminent hazard to the public safety. Any final order will impose the administrative, civil, and criminal sanctions and regulatory controls applicable to schedule I controlled substances under the Controlled Substances Act on the manufacture, distribution, possession, importation, exportation, research, and conduct of, instructional activities of this synthetic opioid.", 2016-21477,https://www.federalregister.gov/documents/2016/09/07/2016-21477/schedules-of-controlled-substances-temporary-placement-of-u-47700-into-schedule-i,https://www.gpo.gov/fdsys/pkg/FR-2016-09-07/pdf/2016-21477.pdf,09/07/2016
"Anchorage Grounds, Hudson River; Yonkers, NY to Kingston, NY",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard is changing the comment period on the advance notice of proposed rulemaking (ANPRM) it published June 9, 2016, regarding anchorage grounds on the Hudson River from Yonkers, NY, to Kingston, NY. Comments will now be due on or before December 6, 2016 instead of September 7, 2016. As of August 29, 2016, the Coast Guard has received more than 2,100 public submissions from many interested persons commenting on the ANPRM. We are extending the comment period to continue encouraging this important public discussion.", 2016-21371,https://www.federalregister.gov/documents/2016/09/07/2016-21371/anchorage-grounds-hudson-river-yonkers-ny-to-kingston-ny,https://www.gpo.gov/fdsys/pkg/FR-2016-09-07/pdf/2016-21371.pdf,09/07/2016
